ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
SPY,2026-07-13 16:23:52.678955+00:00,PUT,728.0,2026-07-24,753200,5453,11387,1241,750.0,REPEATEDHITSASCENDINGFILL,False,False,False,749750,0,754.927918,11,ASK,SHORT,1.0
CIEN,2026-07-13 16:22:29.983526+00:00,PUT,450.0,2026-08-21,5004851,1003,1004,81,448.0,REPEATEDHITSDESCENDINGFILL,True,False,False,4955051,49800,65216262224.0,39,ASK,SHORT,1.0
ON,2026-07-13 16:20:19.034162+00:00,CALL,87.0,2026-07-31,709766,728,783,2,91.0,REPEATEDHITSDESCENDINGFILL,True,False,False,708796,970,37607030208.0,18,ASK,LONG,1.0
CRWD,2026-07-13 16:18:07.411465+00:00,PUT,160.0,2026-08-21,716829,1770,1843,1520,187.0,REPEATEDHITSDESCENDINGFILL,False,False,False,716429,400,190597772030.0,39,ASK,SHORT,1.0
MPWR,2026-07-13 16:15:37.207092+00:00,PUT,1140.0,2026-09-18,586210,61,62,17,1290.0,REPEATEDHITS,False,False,False,586210,0,66460116200.0,67,ASK,SHORT,1.0
NFLX,2026-07-13 16:14:18.891031+00:00,CALL,78.0,2026-08-21,1655533,5094,5464,3271,74.0,REPEATEDHITSDESCENDINGFILL,False,False,False,1655533,0,309092715663.0,39,ASK,LONG,1.0
TSLA,2026-07-13 16:14:01.467589+00:00,CALL,435.0,2026-07-24,860168,2294,2731,1046,394.0,REPEATEDHITSDESCENDINGFILL,False,False,False,860168,0,1530091665796.0,11,ASK,LONG,1.0
SMH,2026-07-13 16:12:47.600364+00:00,PUT,550.0,2026-07-24,714575,798,877,637,592.0,REPEATEDHITSASCENDINGFILL,True,False,False,714575,0,73593598270.0,11,ASK,SHORT,1.0
MU,2026-07-13 16:08:33.650247+00:00,PUT,730.0,2026-07-24,1245216,1483,1556,114,932.0,REPEATEDHITSDESCENDINGFILL,False,False,False,1244406,810,1106014712774.0,11,ASK,SHORT,1.0
CCJ,2026-07-13 16:07:47.190181+00:00,PUT,75.0,2026-08-14,846600,10200,10200,5,91.0,LOWHISTORICVOLUMEFLOOR,False,True,False,0,846600,41799611308.0,32,BID,LONG,0.5
REPL,2026-07-13 16:06:12.697954+00:00,PUT,5.0,2026-08-07,900000,10000,10055,122,10.0,LOWHISTORICVOLUMEFLOOR,False,True,True,900000,0,922557319.0,25,ASK,SHORT,1.0
RDDT,2026-07-13 15:55:14.021041+00:00,PUT,202.5,2026-07-24,578210,538,566,319,201.0,REPEATEDHITSDESCENDINGFILL,True,False,False,547170,29965,27731568508.0,11,ASK,SHORT,1.0
ORCL,2026-07-13 15:55:00.001480+00:00,PUT,135.0,2028-09-15,642635,150,227,66,135.0,REPEATEDHITSDESCENDINGFILL,False,False,False,642635,0,405109441440.0,795,ASK,SHORT,1.0
CRM,2026-07-13 15:54:21.967758+00:00,PUT,135.0,2026-09-18,562210,2959,2962,1927,172.0,REPEATEDHITS,False,False,False,0,562210,133759080000.0,67,BID,LONG,0.5
SOXX,2026-07-13 15:54:12.551249+00:00,CALL,585.0,2026-07-17,514243,857,868,149,559.0,REPEATEDHITS,False,False,False,1200,513043,47601062529.0,4,BID,SHORT,0.5
DDOG,2026-07-13 15:53:59.139474+00:00,PUT,247.5,2026-08-07,1048791,690,972,1,264.0,REPEATEDHITSDESCENDINGFILL,False,False,False,1048791,0,85200876017.0,25,ASK,SHORT,1.0
ARM,2026-07-13 15:53:14.695323+00:00,CALL,292.5,2026-07-17,808001,404,427,38,302.0,REPEATEDHITSDESCENDINGFILL,False,False,False,808001,0,344104827944.0,4,ASK,LONG,1.0
CRWD,2026-07-13 15:50:00.043695+00:00,PUT,177.5,2026-07-24,1649375,5075,5079,140,188.0,REPEATEDHITS,False,False,False,650,1648725,190597772030.0,11,BID,LONG,0.5
