ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
ENPH,2026-08-04 16:08:59.241275+00:00,CALL,60.0,2026-11-20,562500,1500,1503,654,41.545,REPEATEDHITS,False,False,False,562500,0,5199891899.0,108,ASK,LONG,1.0
META,2026-08-04 16:08:58.237384+00:00,PUT,580.0,2026-08-05,599385,1289,3664,933,583.2548,REPEATEDHITS,False,False,False,599385,0,1301555051152.0,1,ASK,SHORT,1.0
SKHY,2026-08-04 16:05:53.153191+00:00,PUT,124.0,2026-08-14,1532896,3565,6351,13,150.45,REPEATEDHITSDESCENDINGFILL,False,False,False,1532896,0,1110000000000.0,10,ASK,SHORT,1.0
NBIS,2026-08-04 16:05:46.546455+00:00,PUT,215.0,2026-08-07,738033,781,1314,570,224.67,REPEATEDHITSDESCENDINGFILL,False,False,False,737093,940,46653888407.0,3,ASK,SHORT,1.0
VIAV,2026-08-04 16:05:13.292276+00:00,PUT,40.0,2026-11-20,568643,669,674,68,41.08,REPEATEDHITSDESCENDINGFILL,False,False,False,568643,0,8830022093.0,108,ASK,SHORT,1.0
AMD,2026-08-04 16:04:11.593749+00:00,CALL,512.5,2026-08-05,3495401,1319,3109,452,522.875,REPEATEDHITSASCENDINGFILL,False,False,False,0,3495401,790254293685.0,1,BID,SHORT,0.5
NVO,2026-08-04 16:03:48.750671+00:00,CALL,42.5,2026-10-16,867843,1356,1357,802,47.655,REPEATEDHITS,False,False,False,0,867843,50615722480.0,73,BID,SHORT,0.5
LLY,2026-08-04 16:01:22.680651+00:00,PUT,1120.0,2026-11-20,2666014,289,298,21,1127.35,REPEATEDHITS,False,False,False,2666014,0,1056031143032.0,108,ASK,SHORT,1.0
LITE,2026-08-04 16:01:21.274699+00:00,PUT,800.0,2026-08-07,1308507,603,2407,103,855.29,REPEATEDHITS,False,False,False,1308507,0,60675442000.0,3,ASK,SHORT,1.0
QCOM,2026-08-04 16:01:16.655696+00:00,CALL,190.0,2027-03-19,828000,400,577,368,162.6,REPEATEDHITS,False,False,False,0,207000,159148500000.0,227,BID,SHORT,0.5
NVDA,2026-08-04 16:00:23.557381+00:00,PUT,212.5,2026-08-14,4430060,6922,7677,156,210.815,REPEATEDHITSDESCENDINGFILL,False,False,False,4428140,0,5000688000000.0,10,ASK,SHORT,1.0
SKHY,2026-08-04 16:00:16.347934+00:00,PUT,123.0,2026-08-14,1117720,2866,5455,1304,150.94,REPEATEDHITS,False,False,False,1117720,0,1110000000000.0,10,ASK,SHORT,1.0
GLW,2026-08-04 16:00:11.937299+00:00,CALL,220.0,2026-11-20,1217672,1107,1530,405,157.03,REPEATEDHITSDESCENDINGFILL,False,False,False,1217672,0,126313984858.0,108,ASK,LONG,1.0
INTC,2026-08-04 15:55:46.774158+00:00,PUT,105.0,2026-08-05,706635,1149,5439,9,99.87,REPEATEDHITS,True,False,False,341325,274905,459004000000.0,1,ASK,SHORT,1.0
AMZN,2026-08-04 15:55:00.719913+00:00,PUT,282.5,2026-08-05,906280,1523,3865,1338,277.55,REPEATEDHITSASCENDINGFILL,False,False,False,601,905679,3063528780719.0,1,BID,LONG,0.5
IWM,2026-08-04 15:54:53.109645+00:00,CALL,287.0,2026-08-04,601562,442,986,20,300.6,REPEATEDHITS,False,False,False,601562,0,80070150964.0,0,ASK,LONG,1.0
INTC,2026-08-04 15:53:41.386700+00:00,PUT,105.0,2026-08-05,800400,1380,4290,9,100.41,REPEATEDHITS,False,False,False,800400,0,459004000000.0,1,ASK,SHORT,1.0
MSFT,2026-08-04 15:53:11.740827+00:00,CALL,497.5,2026-08-05,815948,1736,11987,442,497.63,REPEATEDHITS,False,False,False,0,815948,3621067258686.0,1,BID,SHORT,0.5
EWY,2026-08-04 15:53:07.727593+00:00,PUT,155.0,2026-08-14,622060,1637,1660,327,170.3,REPEATEDHITS,False,False,False,622060,0,25169833219.0,10,ASK,SHORT,1.0
AAPL,2026-08-04 15:52:45.048341+00:00,CALL,300.0,2026-08-07,2770341,3485,4793,2619,306.44,REPEATEDHITSASCENDINGFILL,False,False,False,2766446,3895,4428166095600.0,3,ASK,LONG,1.0
SKHY,2026-08-04 15:52:36.038182+00:00,PUT,124.0,2026-08-14,1107152,2768,2783,13,151.36,REPEATEDHITSDESCENDINGFILL,False,False,False,1107152,0,1110000000000.0,10,ASK,SHORT,1.0
IBIT,2026-08-04 15:51:53.566327+00:00,CALL,39.0,2026-11-30,1067581,4703,4718,1681,36.33,REPEATEDHITS,False,False,False,0,1067581,64762757065.0,118,BID,SHORT,0.5
GOOGL,2026-08-04 15:51:12.888275+00:00,CALL,375.0,2026-09-04,1618000,1000,2341,189,376.14,REPEATEDHITS,False,False,False,647200,970800,2191756680000.0,31,BID,SHORT,0.5
INTC,2026-08-04 15:49:58.763483+00:00,CALL,99.0,2026-08-05,2006572,5990,22274,1014,100.14,REPEATEDHITSDESCENDINGFILL,False,False,False,2006572,0,459004000000.0,1,ASK,LONG,1.0
WFC,2026-08-04 15:49:44.946714+00:00,PUT,85.0,2026-11-20,716939,2140,2162,1023,89.14,REPEATEDHITSASCENDINGFILL,False,False,False,0,716939,265779301641.0,108,BID,LONG,0.5
PLTR,2026-08-04 15:47:33.103069+00:00,CALL,140.0,2026-08-28,3815072,1746,2281,1009,159.34,REPEATEDHITS,False,False,False,0,3815072,289084629789.0,24,BID,SHORT,0.5
ESLT,2026-08-04 15:47:27.091969+00:00,CALL,840.0,2026-11-20,581560,62,62,3,843.07,REPEATEDHITS,False,False,False,581560,0,38554118513.0,108,ASK,LONG,1.0
DELL,2026-08-04 15:46:47.625042+00:00,CALL,465.0,2026-08-14,1942974,662,743,67,466.12,REPEATEDHITSASCENDINGFILL,False,False,False,0,1942974,139377289033.0,10,BID,SHORT,0.5
SKHY,2026-08-04 15:45:13.048122+00:00,PUT,123.0,2026-08-14,877226,2371,2381,1304,151.3301,REPEATEDHITSDESCENDINGFILL,False,False,False,877226,0,1110000000000.0,10,ASK,SHORT,1.0
SPX,2026-08-04 15:43:58.911793+00:00,PUT,7725.0,2026-09-18,6768000,470,4544,173,7705.29,REPEATEDHITS,False,False,False,0,0,,45,MIXED,,0.0
WMB,2026-08-04 15:40:43.748661+00:00,PUT,65.0,2026-09-11,963900,16200,16250,12,70.86,LOWHISTORICVOLUMEFLOOR,False,True,False,0,963900,86147685053.0,38,BID,LONG,0.5
