ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
TSLA,2026-04-17 17:44:04.604593+00:00,CALL,350.0,2026-05-15,281763,50,385,3679,401.4,REPEATEDHITSASCENDINGFILL,False,False,0,281763,1459320798578.0,28,BID,SHORT,0.5
BMNR,2026-04-17 17:44:04.604593+00:00,CALL,21.0,2026-04-17,102176,496,2961,6612,23.05,REPEATEDHITS,False,False,0,102176,12064390698.0,0,BID,SHORT,0.5
WULF,2026-04-17 17:44:04.604593+00:00,CALL,20.0,2026-12-18,17400,30,160,22217,19.775,REPEATEDHITS,False,False,16820,0,8188755494.0,245,ASK,LONG,1.0
AMD,2026-04-17 17:44:01.198336+00:00,PUT,260.0,2026-10-16,801320,254,267,55,278.81,REPEATEDHITS,False,False,782440,18880,453678121173.0,182,ASK,SHORT,1.0
UPST,2026-04-17 17:44:01.198336+00:00,PUT,33.5,2026-04-24,13104,168,173,139,34.64,REPEATEDHITS,False,False,4212,2106,3244847623.0,7,ASK,SHORT,1.0
BYND,2026-04-17 17:43:51.390700+00:00,CALL,2.0,2027-06-17,18832,856,2610,747,0.8404,REPEATEDHITS,True,False,0,18832,362505156.0,426,BID,SHORT,0.5
IBIT,2026-04-17 17:43:47.585984+00:00,CALL,47.0,2026-05-15,300000,3000,8398,12020,43.93,REPEATEDHITS,True,False,0,300000,59919175993.0,28,BID,SHORT,0.5
DAL,2026-04-17 17:43:42.978799+00:00,CALL,72.0,2026-04-24,34347,177,385,1193,72.18,REPEATEDHITS,True,False,34347,0,45917318488.0,7,ASK,LONG,1.0
DAL,2026-04-17 17:43:42.978799+00:00,CALL,73.0,2026-04-24,20452,141,352,1907,72.18,REPEATEDHITS,True,False,20164,288,45917318488.0,7,ASK,LONG,1.0
DAL,2026-04-17 17:43:42.978799+00:00,PUT,73.0,2026-04-24,26280,120,461,413,72.18,REPEATEDHITS,True,False,17958,8322,45917318488.0,7,ASK,SHORT,1.0
BABA,2026-04-17 17:43:32.570523+00:00,CALL,145.0,2026-05-15,320335,587,5838,23243,141.48,REPEATEDHITS,True,False,46200,274135,320043040777.0,28,BID,SHORT,0.5
SPY,2026-04-17 17:43:25.160620+00:00,CALL,710.0,2026-04-24,265500,500,22252,15261,709.93,REPEATEDHITS,False,False,265500,0,701.756241,7,ASK,LONG,1.0
WULF,2026-04-17 17:43:25.160620+00:00,CALL,25.0,2026-12-18,66830,163,309,13427,19.78,REPEATEDHITS,False,False,0,66830,8188755494.0,245,BID,SHORT,0.5
NVO,2026-04-17 17:43:25.160620+00:00,PUT,35.0,2026-05-15,61619,1433,5315,27491,40.735,REPEATEDHITS,False,False,0,61619,43994510960.0,28,BID,LONG,0.5
CLSK,2026-04-17 17:43:25.160620+00:00,CALL,12.0,2026-04-24,10400,200,1867,3251,11.92,REPEATEDHITS,True,False,10400,0,2920698266.0,7,ASK,LONG,1.0
WULF,2026-04-17 17:43:25.160620+00:00,CALL,25.0,2026-12-18,18860,46,357,13427,19.78,REPEATEDHITS,False,False,0,18860,8188755494.0,245,BID,SHORT,0.5
BABA,2026-04-17 17:43:25.160620+00:00,CALL,145.0,2026-05-15,136675,250,5251,23243,141.49,REPEATEDHITS,True,False,46750,89925,320043040777.0,28,BID,SHORT,0.5
AMAT,2026-04-17 17:43:19.155192+00:00,PUT,310.0,2026-09-18,57845,29,49,254,390.815,REPEATEDHITSDESCENDINGFILL,True,False,33905,21945,309428487143.0,154,ASK,SHORT,1.0
