ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
MPWR,2026-07-21 15:38:49.046577+00:00,PUT,1400.0,2026-11-20,1522200,59,59,13,1373.455,REPEATEDHITS,False,False,False,1522200,0,65283944000.0,122,ASK,SHORT,1.0
QQQ,2026-07-21 15:37:07.087849+00:00,PUT,504.78,2026-12-18,883456,1856,1856,948,708.3955,REPEATEDHITS,True,False,False,75208,808248,460415829386.0,150,BID,LONG,0.5
ORKA,2026-07-21 15:35:28.161999+00:00,CALL,120.0,2026-11-20,780000,650,650,11,94.295,LOWHISTORICVOLUMEFLOOR,False,True,False,0,780000,5531222783.0,122,BID,SHORT,0.5
SPX,2026-07-21 15:35:12.538162+00:00,PUT,7110.0,2026-10-16,14877000,1500,3000,594,7503.33,REPEATEDHITS,False,False,False,0,0,,87,MIXED,,0.0
HRMY,2026-07-21 15:34:28.666969+00:00,PUT,32.5,2026-12-18,500000,1000,1000,14,34.465,LOWHISTORICVOLUMEFLOOR,False,True,True,500000,0,1939404646.0,150,ASK,SHORT,1.0
AMAT,2026-07-21 15:28:10.647284+00:00,CALL,800.0,2027-02-19,600000,75,225,34,571.24,REPEATEDHITS,False,False,False,600000,0,417384472351.0,213,ASK,LONG,1.0
CAPR,2026-07-21 15:26:23.484517+00:00,PUT,15.0,2026-09-18,631800,1080,1085,493,19.49,FLOORTRADESMALLCAP,False,True,False,631800,0,1129281914.0,59,ASK,SHORT,1.0
AVGO,2026-07-21 15:21:21.038007+00:00,CALL,330.0,2026-08-14,1199528,200,402,4,385.07,REPEATEDHITSASCENDINGFILL,False,False,False,1199528,0,1799126527676.0,24,ASK,LONG,1.0
GOOGL,2026-07-21 15:21:13.624754+00:00,PUT,335.0,2026-08-07,660615,875,916,360,348.18,REPEATEDHITSASCENDINGFILL,False,False,False,650810,9805,2049989760000.0,17,ASK,SHORT,1.0
AMZN,2026-07-21 15:20:17.725013+00:00,CALL,280.0,2026-07-31,2760000,23000,25163,4164,248.015,REPEATEDHITS,False,False,False,0,0,2689169787906.0,10,MIXED,,0.0
AMZN,2026-07-21 15:20:17.725013+00:00,CALL,265.0,2026-07-31,8395000,23000,25137,6088,248.015,REPEATEDHITS,False,False,False,0,0,2689169787906.0,10,MIXED,,0.0
SNDK,2026-07-21 15:18:58.222688+00:00,PUT,1760.0,2026-08-07,1050000,30,30,20,1551.42,REPEATEDHITS,False,False,False,1050000,0,205985448890.0,17,ASK,SHORT,1.0
MSFT,2026-07-21 15:18:54.216076+00:00,PUT,397.5,2026-07-22,633408,2043,5814,298,398.66,REPEATEDHITS,False,False,False,0,633408,2988384997072.0,1,BID,LONG,0.5
MU,2026-07-21 15:18:02.740159+00:00,CALL,955.0,2026-07-31,13636237,1736,1857,226,957.72,REPEATEDHITSDESCENDINGFILL,False,False,False,13628387,7850,977444596464.0,10,ASK,LONG,1.0
MPWR,2026-07-21 15:17:32.499018+00:00,PUT,1280.0,2026-09-18,739290,57,57,25,1382.85,REPEATEDHITS,False,False,False,0,739290,65283944000.0,59,BID,LONG,0.5
