ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
QQQ,2026-04-17 16:50:37.878032+00:00,PUT,651.0,2026-04-17,108644,628,12240,6,649.73,REPEATEDHITS,True,False,108644,0,414247608516.0,0,ASK,SHORT,1.0
TSLA,2026-04-17 16:50:32.270753+00:00,CALL,360.0,2026-04-17,437570,94,1107,10016,406.5,REPEATEDHITS,False,False,437570,0,1459320798578.0,0,ASK,LONG,1.0
LABU,2026-04-17 16:50:25.863253+00:00,CALL,184.0,2026-05-01,33220,11,11,0,211.38,REPEATEDHITS,False,False,0,33220,516183906.0,14,BID,SHORT,0.5
MSFT,2026-04-17 16:50:25.863253+00:00,PUT,360.0,2026-08-21,395676,501,711,3657,428.4899,REPEATEDHITSDESCENDINGFILL,False,False,225826,169850,3120694875480.0,126,ASK,SHORT,1.0
IWM,2026-04-17 16:50:17.052960+00:00,PUT,280.0,2026-04-17,127500,500,1854,20,277.55,REPEATEDHITS,False,False,127500,0,75780667582.0,0,ASK,SHORT,1.0
AAL,2026-04-17 16:50:17.052960+00:00,CALL,13.5,2026-04-24,32190,1110,9914,2355,13.0,REPEATEDHITS,False,False,28072,1943,8101937111.0,7,ASK,LONG,1.0
UNH,2026-04-17 16:50:17.052960+00:00,CALL,340.0,2026-05-01,275917,541,754,307,325.025,REPEATEDHITS,False,False,0,275917,287188635460.0,14,BID,SHORT,0.5
BAC,2026-04-17 16:50:17.052960+00:00,CALL,55.0,2026-04-24,96080,2089,13346,10568,54.55,REPEATEDHITS,False,False,95450,630,384024262917.0,7,ASK,LONG,1.0
SGHC,2026-04-17 16:50:11.646476+00:00,CALL,9.75,2026-04-17,13230,98,14717,80326,11.125,REPEATEDHITS,False,False,0,13230,5522383380.0,0,BID,SHORT,0.5
NVAX,2026-04-17 16:50:11.646476+00:00,CALL,9.5,2026-04-24,12545,965,3221,34,8.9,REPEATEDHITS,True,False,10517,0,1407766565.0,7,ASK,LONG,1.0
BNTX,2026-04-17 16:50:10.042554+00:00,PUT,105.0,2026-09-18,21850,19,56,130,104.33,REPEATEDHITS,False,False,21850,0,25824540733.0,154,ASK,SHORT,1.0
ROKU,2026-04-17 16:50:07.838728+00:00,CALL,105.0,2026-04-17,11550,11,114,826,115.48,REPEATEDHITS,False,False,0,11550,14623390777.0,0,BID,SHORT,0.5
GDX,2026-04-17 16:50:04.234392+00:00,PUT,85.0,2026-09-18,90898,236,255,1555,101.765,REPEATEDHITSDESCENDINGFILL,False,False,51590,21598,52.3404,154,ASK,SHORT,1.0
SPY,2026-04-17 16:49:52.019865+00:00,CALL,712.0,2026-04-17,111182,1123,456839,4917,712.2,REPEATEDHITS,True,False,111182,0,701.756241,0,ASK,LONG,1.0
COIN,2026-04-17 16:49:52.019865+00:00,CALL,215.0,2026-04-17,16589,147,28903,2803,213.55,REPEATEDHITSASCENDINGFILL,True,False,16478,111,44569223376.0,0,ASK,LONG,1.0
COIN,2026-04-17 16:49:52.019865+00:00,CALL,215.0,2026-04-17,27686,254,28756,2803,213.49,REPEATEDHITS,False,False,5123,22563,44569223376.0,0,BID,SHORT,0.5
XLE,2026-04-17 16:49:52.019865+00:00,CALL,54.5,2026-04-17,26900,1345,3126,497,54.565,REPEATEDHITS,False,False,0,26900,56.618,0,BID,SHORT,0.5
XLE,2026-04-17 16:49:52.019865+00:00,CALL,54.5,2026-04-17,23100,1155,4281,497,54.5601,REPEATEDHITS,False,False,0,23100,56.618,0,BID,SHORT,0.5
OGN,2026-04-17 16:49:52.019865+00:00,PUT,8.0,2026-05-15,10000,200,365,3443,9.755,REPEATEDHITS,True,False,8200,200,2428745015.0,28,ASK,SHORT,1.0
MUB,2026-04-17 16:49:38.810554+00:00,PUT,107.0,2026-05-15,120000,3000,6006,7256,107.355,LOWHISTORICVOLUMEFLOOR,False,True,0,120000,43511737546.0,28,BID,LONG,0.5
BNTX,2026-04-17 16:49:38.810554+00:00,PUT,95.0,2026-09-18,48990,71,71,170,104.5,REPEATEDHITS,False,False,48990,0,25824540733.0,154,ASK,SHORT,1.0
XLE,2026-04-17 16:49:35.806226+00:00,PUT,50.0,2026-09-18,10064,68,252,25465,54.55,REPEATEDHITS,False,False,1184,8584,56.618,154,BID,LONG,0.5
MSTR,2026-04-17 16:49:35.806226+00:00,CALL,160.0,2026-05-01,53375,35,2556,1478,168.625,REPEATEDHITS,False,False,0,53375,46783909495.0,14,BID,SHORT,0.5
MSTR,2026-04-17 16:49:31.600235+00:00,CALL,225.0,2026-04-24,55973,608,1117,478,168.795,REPEATEDHITSASCENDINGFILL,False,False,582,55298,46783909495.0,7,BID,SHORT,0.5
PDD,2026-04-17 16:49:31.600235+00:00,PUT,100.0,2026-05-15,257504,1238,1463,4463,105.0,REPEATEDHITS,False,False,0,257504,144379509574.0,28,BID,LONG,0.5
AAPL,2026-04-17 16:49:25.588882+00:00,PUT,270.0,2026-04-24,135648,471,3053,2702,271.18,REPEATEDHITS,True,False,135648,0,3867012276000.0,7,ASK,SHORT,1.0
AMD,2026-04-17 16:49:25.588882+00:00,CALL,280.0,2026-04-24,157000,200,8283,4324,279.81,REPEATEDHITS,False,False,0,157000,453678121173.0,7,BID,SHORT,0.5
AAPL,2026-04-17 16:49:20.984162+00:00,CALL,275.0,2026-04-24,499590,2562,34336,16582,271.195,REPEATEDHITS,False,False,499590,0,3867012276000.0,7,ASK,LONG,1.0
RIOT,2026-04-17 16:49:19.178975+00:00,CALL,18.0,2026-04-24,14250,150,4265,4413,18.18,REPEATEDHITS,False,False,14250,0,6414809365.0,7,ASK,LONG,1.0
MSTR,2026-04-17 16:49:17.174295+00:00,CALL,195.0,2026-04-24,72448,283,4516,1551,168.88,REPEATEDHITS,False,False,0,72448,46783909495.0,7,BID,SHORT,0.5
CVNA,2026-04-17 16:49:17.174295+00:00,CALL,480.0,2026-06-18,126375,75,164,704,391.815,REPEATEDHITS,False,False,0,126375,51704760001.0,62,BID,SHORT,0.5
HYG,2026-04-17 16:49:14.770523+00:00,PUT,79.0,2026-06-18,25380,705,9175,221699,80.75,REPEATEDHITS,False,False,24444,936,17526467868.0,62,ASK,SHORT,1.0
QQQ,2026-04-17 16:49:10.563833+00:00,CALL,649.0,2026-04-24,203476,301,14126,0,649.95,REPEATEDHITS,False,False,64220,75036,414247608516.0,7,BID,SHORT,0.5
QQQ,2026-04-17 16:49:10.563833+00:00,CALL,649.0,2026-04-24,134846,199,14325,0,649.95,REPEATEDHITSASCENDINGFILL,False,False,134846,0,414247608516.0,7,ASK,LONG,1.0
QQQ,2026-04-17 16:49:10.563833+00:00,CALL,695.0,2026-06-18,115851,219,667,28841,649.95,REPEATEDHITS,True,False,0,115851,414247608516.0,62,BID,SHORT,0.5
QQQ,2026-04-17 16:49:10.563833+00:00,CALL,649.0,2026-04-24,339190,500,14825,0,649.9599,REPEATEDHITSASCENDINGFILL,False,False,335805,0,414247608516.0,7,ASK,LONG,1.0
SPY,2026-04-17 16:49:10.563833+00:00,CALL,712.0,2026-04-24,271000,500,8644,2075,712.3,REPEATEDHITS,False,False,0,271000,701.756241,7,BID,SHORT,0.5
DLTR,2026-04-17 16:49:00.754281+00:00,PUT,105.0,2027-03-19,24550,17,17,0,105.44,REPEATEDHITSASCENDINGFILL,False,False,1490,23060,19716010825.0,336,BID,LONG,0.5
DLTR,2026-04-17 16:49:00.754281+00:00,PUT,105.0,2027-03-19,40051,27,44,0,105.44,REPEATEDHITSASCENDINGFILL,False,False,1490,38561,19716010825.0,336,BID,LONG,0.5
KKR,2026-04-17 16:49:00.754281+00:00,CALL,130.0,2028-01-21,530999,300,501,778,105.645,REPEATEDHITS,False,False,530999,0,90956022206.0,644,ASK,LONG,1.0
RXRX,2026-04-17 16:49:00.754281+00:00,PUT,3.0,2026-05-15,16000,2000,2000,183,3.835,REPEATEDHITS,False,False,16000,0,1879022387.0,28,ASK,SHORT,1.0
NLY,2026-04-17 16:48:56.948769+00:00,CALL,25.0,2028-01-21,18869,185,570,3238,22.775,REPEATEDHITS,False,False,17340,1428,15905087649.0,644,ASK,LONG,1.0
KKR,2026-04-17 16:48:56.948769+00:00,CALL,130.0,2028-01-21,182310,103,111,778,105.67,REPEATEDHITS,False,False,0,90270,90956022206.0,644,BID,SHORT,0.5
STM,2026-04-17 16:48:56.948769+00:00,CALL,55.0,2026-10-16,57090,173,782,3,44.46,REPEATEDHITS,True,False,17490,38280,36946092079.0,182,BID,SHORT,0.5
CSX,2026-04-17 16:48:47.342462+00:00,CALL,45.0,2026-08-21,63000,300,307,910,43.43,REPEATEDHITS,False,False,63000,0,79440266453.0,126,ASK,LONG,1.0
RH,2026-04-17 16:48:40.735925+00:00,CALL,160.0,2026-06-18,14300,13,32,119,142.28,REPEATEDHITS,False,False,11000,3300,2438889246.0,62,ASK,LONG,1.0
MSTR,2026-04-17 16:48:40.735925+00:00,PUT,170.0,2026-05-01,45720,40,408,419,169.04,REPEATEDHITSDESCENDINGFILL,False,False,45720,0,46783909495.0,14,ASK,SHORT,1.0
SNAP,2026-04-17 16:48:37.532284+00:00,CALL,6.5,2026-04-24,85561,6730,10683,18193,6.155,REPEATEDHITSASCENDINGFILL,False,False,75411,5450,8637506577.0,7,ASK,LONG,1.0
QQQ,2026-04-17 16:48:33.324315+00:00,PUT,644.0,2026-04-22,257927,1000,7905,0,649.865,REPEATEDHITSDESCENDINGFILL,True,False,236513,17802,414247608516.0,5,ASK,SHORT,1.0
NFLX,2026-04-17 16:45:06.891785+00:00,PUT,90.0,2026-09-18,53200,112,1025,8329,97.375,REPEATEDHITS,False,False,53200,0,455106858149.0,154,ASK,SHORT,1.0
NFLX,2026-04-17 16:26:15.511711+00:00,PUT,85.0,2027-01-15,198450,378,788,5291,98.325,REPEATEDHITS,False,False,0,198450,455106858149.0,273,BID,LONG,0.5
NFLX,2026-04-17 16:26:15.511711+00:00,PUT,85.0,2027-01-15,59850,114,996,5291,98.325,REPEATEDHITS,False,False,19950,29925,455106858149.0,273,BID,LONG,0.5
NFLX,2026-04-17 16:19:46.527448+00:00,CALL,100.0,2026-05-29,133170,386,2467,39,98.255,REPEATEDHITS,False,False,133170,0,455106858149.0,42,ASK,LONG,1.0
NFLX,2026-04-17 16:19:29.306211+00:00,CALL,100.0,2026-05-29,65620,193,2081,39,98.23,REPEATEDHITS,False,False,65620,0,455106858149.0,42,ASK,LONG,1.0
NFLX,2026-04-17 16:13:00.918539+00:00,PUT,100.0,2026-05-08,148995,387,666,986,98.0201,REPEATEDHITS,True,False,148995,0,455106858149.0,21,ASK,SHORT,1.0
NFLX,2026-04-17 16:05:00.555463+00:00,CALL,100.0,2026-12-18,345000,300,2739,7655,98.195,REPEATEDHITS,False,False,37950,307050,455106858149.0,245,BID,SHORT,0.5
NFLX,2026-04-17 16:02:37.951671+00:00,PUT,108.0,2027-06-17,59520,32,32,345,98.085,REPEATEDHITS,False,False,0,59520,455106858149.0,426,BID,LONG,0.5
NFLX,2026-04-17 16:00:48.762174+00:00,CALL,100.0,2026-05-15,61124,236,15854,27188,98.12,REPEATEDHITS,False,False,61124,0,455106858149.0,28,ASK,LONG,1.0
NFLX,2026-04-17 15:49:01.604446+00:00,PUT,103.0,2026-04-17,220368,390,2981,4997,97.3499,REPEATEDHITSASCENDINGFILL,False,False,0,220368,455106858149.0,0,BID,LONG,0.5
NFLX,2026-04-17 15:46:52.185197+00:00,PUT,105.0,2027-03-19,52138,33,36,515,97.185,REPEATEDHITS,False,False,9478,41080,455106858149.0,336,BID,LONG,0.5
NFLX,2026-04-17 15:43:58.324522+00:00,PUT,97.0,2026-04-24,56244,327,6520,4641,97.19,REPEATEDHITS,False,False,0,56244,455106858149.0,7,BID,LONG,0.5
NFLX,2026-04-17 15:42:48.576994+00:00,PUT,91.0,2026-05-22,119196,924,1067,238,97.174,REPEATEDHITS,False,False,0,119196,455106858149.0,35,BID,LONG,0.5
NFLX,2026-04-17 15:38:49.143222+00:00,CALL,92.0,2026-04-17,53000,100,942,3222,97.265,REPEATEDHITS,False,False,0,0,455106858149.0,0,MIXED,,0.0
NFLX,2026-04-17 15:35:34.644671+00:00,CALL,100.0,2026-05-29,122000,400,1589,39,97.37,REPEATEDHITS,False,False,122000,0,455106858149.0,42,ASK,LONG,1.0
NFLX,2026-04-17 15:35:04.385811+00:00,PUT,86.0,2026-08-21,305000,1000,1005,2109,97.35,REPEATEDHITS,False,False,244000,61000,455106858149.0,126,ASK,SHORT,1.0
NFLX,2026-04-17 15:30:59.922767+00:00,CALL,100.0,2026-04-24,67500,750,34448,5584,97.3001,REPEATEDHITS,False,False,67500,0,455106858149.0,7,ASK,LONG,1.0
NFLX,2026-04-17 15:18:57.237524+00:00,CALL,98.0,2026-06-18,97470,199,1550,1731,97.225,REPEATEDHITSASCENDINGFILL,False,False,97470,0,455106858149.0,62,ASK,LONG,1.0
NFLX,2026-04-17 15:16:23.919641+00:00,CALL,110.0,2026-08-21,60735,150,1770,16895,97.6499,REPEATEDHITSDESCENDINGFILL,False,False,59935,0,455106858149.0,126,ASK,LONG,1.0
NFLX,2026-04-17 15:14:05.595150+00:00,CALL,105.0,2026-04-24,89154,3429,12342,4978,97.655,REPEATEDHITS,False,False,0,89154,455106858149.0,7,BID,SHORT,0.5
NFLX,2026-04-17 15:07:05.445526+00:00,CALL,98.0,2026-04-17,68806,625,39903,8987,98.635,REPEATEDHITSDESCENDINGFILL,True,False,50490,17546,455106858149.0,0,ASK,LONG,1.0
NFLX,2026-04-17 15:03:20.023711+00:00,CALL,102.0,2026-05-15,53436,244,561,3759,98.69,REPEATEDHITS,False,False,0,2190,455106858149.0,28,BID,SHORT,0.5
NFLX,2026-04-17 14:55:20.933341+00:00,PUT,105.0,2027-06-17,52080,31,31,117,98.225,REPEATEDHITS,False,False,0,45360,455106858149.0,426,BID,LONG,0.5
NFLX,2026-04-17 14:49:54.903562+00:00,CALL,101.0,2026-05-15,120636,533,1534,1137,98.07,REPEATEDHITSASCENDINGFILL,False,False,113178,7458,455106858149.0,28,ASK,LONG,1.0
NFLX,2026-04-17 14:46:23.778236+00:00,CALL,98.0,2026-06-18,106000,200,1090,1731,98.12,REPEATEDHITS,True,False,0,106000,455106858149.0,62,BID,SHORT,0.5
NFLX,2026-04-17 14:40:29.144113+00:00,PUT,99.0,2026-04-17,108339,737,6733,11988,97.865,REPEATEDHITS,False,False,13524,94815,455106858149.0,0,BID,LONG,0.5
NFLX,2026-04-17 14:38:33.036531+00:00,PUT,100.0,2026-05-15,69600,160,1924,12740,97.818,REPEATEDHITS,False,False,0,69600,455106858149.0,28,BID,LONG,0.5
NFLX,2026-04-17 14:37:37.278508+00:00,CALL,105.0,2027-01-15,69196,70,1565,3643,97.835,REPEATEDHITSASCENDINGFILL,False,False,69196,0,455106858149.0,273,ASK,LONG,1.0
NFLX,2026-04-17 14:36:46.322122+00:00,CALL,108.0,2026-05-29,54500,500,787,246,97.8079,REPEATEDHITS,False,False,54500,0,455106858149.0,42,ASK,LONG,1.0
