ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,dte,execution_side,direction,direction_confidence
VLO,2026-03-23 15:32:16.734160+00:00,PUT,232.5,2026-04-02,302500,500,500,504,233.71,REPEATEDHITS,True,False,227480,75020,10,ASK,SHORT,1.0
SMCI,2026-03-23 15:32:10.727837+00:00,CALL,28.0,2026-04-17,140697,5211,7745,2466,21.815,REPEATEDHITS,False,False,0,140697,25,BID,SHORT,0.5
PLTR,2026-03-23 15:32:10.727837+00:00,PUT,157.5,2026-04-10,1122326,1825,1908,0,159.01,REPEATEDHITSDESCENDINGFILL,False,False,1122326,0,18,ASK,SHORT,1.0
RGTI,2026-03-23 15:32:04.922263+00:00,CALL,16.5,2026-04-02,20682,383,618,303,15.545,REPEATEDHITS,False,False,20682,0,10,ASK,LONG,1.0
SILJ,2026-03-23 15:31:53.310896+00:00,CALL,35.0,2026-05-15,28800,300,1009,32772,27.785,REPEATEDHITS,False,False,0,28800,53,BID,SHORT,0.5
PG,2026-03-23 15:31:53.310896+00:00,PUT,135.0,2026-04-17,136259,1531,1555,4311,144.65,REPEATEDHITS,False,False,0,136259,25,BID,LONG,0.5
MU,2026-03-23 15:31:53.310896+00:00,PUT,385.0,2026-03-27,642506,1691,4484,1142,415.95,REPEATEDHITSDESCENDINGFILL,False,False,642506,0,4,ASK,SHORT,1.0
SLV,2026-03-23 15:31:46.705796+00:00,PUT,55.0,2026-09-18,21678,40,50,19463,63.185,REPEATEDHITSASCENDINGFILL,False,False,0,21678,179,BID,LONG,0.5
AIRS,2026-03-23 15:31:43.897835+00:00,CALL,3.0,2026-04-17,14668,209,3386,6201,2.8758,REPEATEDHITSASCENDINGFILL,False,False,0,11308,25,BID,SHORT,0.5
KRE,2026-03-23 15:31:43.897835+00:00,CALL,63.5,2026-04-24,19765,59,77,0,64.75,REPEATEDHITS,False,False,0,19765,32,BID,SHORT,0.5
DELL,2026-03-23 15:31:43.897835+00:00,PUT,155.0,2027-01-15,80030,33,68,235,163.02,REPEATEDHITS,False,False,0,80030,298,BID,LONG,0.5
AXTI,2026-03-23 15:31:43.897835+00:00,CALL,55.0,2026-05-15,14560,8,201,569,62.62,REPEATEDHITS,False,False,12740,1820,53,ASK,LONG,1.0
AAPL,2026-03-23 15:31:38.890864+00:00,CALL,280.0,2026-06-18,241008,626,7724,20876,252.705,REPEATEDHITSDESCENDINGFILL,True,False,239083,1540,87,ASK,LONG,1.0
QQQ,2026-03-23 15:31:35.486433+00:00,PUT,570.0,2026-06-18,138724,79,1395,54321,593.5899,REPEATEDHITS,False,False,15804,122920,87,BID,LONG,0.5
MRNA,2026-03-23 15:31:31.278196+00:00,PUT,44.5,2026-04-02,51909,1331,1334,0,51.81,REPEATEDHITS,False,False,51909,0,10,ASK,SHORT,1.0
KWEB,2026-03-23 15:31:31.278196+00:00,CALL,28.0,2026-05-15,61200,300,1507,566,28.715,REPEATEDHITS,False,False,61200,0,53,ASK,LONG,1.0
ONDS,2026-03-23 15:31:31.278196+00:00,CALL,10.5,2026-03-27,15501,220,10955,6426,10.7,REPEATEDHITSASCENDINGFILL,True,False,15501,0,4,ASK,LONG,1.0
UGL,2026-03-23 15:31:31.278196+00:00,CALL,60.0,2026-07-17,13249,22,43,123,55.93,REPEATEDHITSASCENDINGFILL,False,False,6020,7229,116,BID,SHORT,0.5
GOOGL,2026-03-23 15:31:27.071513+00:00,CALL,350.0,2027-06-17,181055,49,160,2092,305.74,REPEATEDHITS,False,False,181055,0,451,ASK,LONG,1.0
MTN,2026-03-23 15:31:27.071513+00:00,CALL,145.0,2026-04-17,16560,92,654,223,134.6,REPEATEDHITS,False,False,0,16560,25,BID,SHORT,0.5
DIA,2026-03-23 15:31:27.071513+00:00,CALL,500.0,2026-06-18,15580,38,672,2923,465.6,REPEATEDHITS,False,False,0,15580,87,BID,SHORT,0.5
HD,2026-03-23 15:31:23.267454+00:00,CALL,400.0,2026-09-18,81878,132,141,910,333.72,REPEATEDHITSASCENDINGFILL,False,False,20460,60793,179,BID,SHORT,0.5
GE,2026-03-23 15:31:19.662121+00:00,CALL,290.0,2026-04-17,244079,147,166,545,298.875,REPEATEDHITSASCENDINGFILL,False,False,0,244079,25,BID,SHORT,0.5
CRM,2026-03-23 15:31:19.662121+00:00,PUT,195.0,2026-05-15,318550,277,2314,2097,194.74,REPEATEDHITS,True,False,318550,0,53,ASK,SHORT,1.0
QQQ,2026-03-23 15:31:10.850740+00:00,PUT,580.0,2026-06-18,328762,161,2146,67690,593.49,REPEATEDHITS,False,False,0,328762,87,BID,LONG,0.5
SPY,2026-03-23 15:31:10.850740+00:00,PUT,662.0,2026-03-23,126870,600,89583,5319,660.95,REPEATEDHITSDESCENDINGFILL,True,False,126870,0,0,ASK,SHORT,1.0
HYG,2026-03-23 15:31:10.850740+00:00,CALL,80.0,2026-04-17,15288,728,2555,57522,79.575,REPEATEDHITS,False,False,0,15288,25,BID,SHORT,0.5
F,2026-03-23 15:31:10.850740+00:00,PUT,12.0,2026-04-17,126148,2867,4194,23624,11.935,REPEATEDHITS,False,False,126148,0,25,ASK,SHORT,1.0
KRE,2026-03-23 15:31:10.850740+00:00,PUT,67.0,2026-04-10,12400,40,40,204,64.785,REPEATEDHITS,True,False,12400,0,18,ASK,SHORT,1.0
FITB,2026-03-23 15:31:10.850740+00:00,PUT,47.0,2026-06-18,87120,242,563,626,45.7,REPEATEDHITS,False,False,70200,16920,87,ASK,SHORT,1.0
CSCO,2026-03-23 15:31:03.641820+00:00,PUT,77.5,2026-04-17,142485,885,964,6397,79.255,REPEATEDHITS,False,False,142485,0,25,ASK,SHORT,1.0
CLMT,2026-03-23 15:30:59.636851+00:00,PUT,26.0,2026-08-21,13640,44,44,261,27.81,REPEATEDHITS,False,False,930,8680,151,BID,LONG,0.5
MU,2026-03-23 15:30:59.636851+00:00,CALL,440.0,2026-03-27,137481,302,4919,4809,415.9299,REPEATEDHITSASCENDINGFILL,True,False,0,137481,4,BID,SHORT,0.5
TTWO,2026-03-23 15:30:54.030169+00:00,CALL,230.0,2026-04-17,17992,231,533,581,201.63,REPEATEDHITSDESCENDINGFILL,False,False,10792,4500,25,ASK,LONG,1.0
SLV,2026-03-23 15:30:54.030169+00:00,CALL,65.0,2026-07-17,22540,28,91,3923,63.14,REPEATEDHITS,False,False,22540,0,116,ASK,LONG,1.0
MRNA,2026-03-23 15:30:43.622130+00:00,PUT,51.0,2026-03-27,58808,432,474,174,51.8,REPEATEDHITSASCENDINGFILL,False,False,58672,0,4,ASK,SHORT,1.0
TSLA,2026-03-23 15:30:43.622130+00:00,CALL,410.0,2026-12-18,194055,34,81,1875,383.535,REPEATEDHITSDESCENDINGFILL,False,False,137005,57050,270,ASK,LONG,1.0
AMZN,2026-03-23 15:30:33.014706+00:00,CALL,230.0,2026-06-18,384650,490,1322,25571,212.2,REPEATEDHITS,False,False,384650,0,87,ASK,LONG,1.0
USO,2026-03-23 15:30:27.201761+00:00,PUT,100.0,2026-04-17,10030,17,2601,7808,108.32,REPEATEDHITS,True,False,0,7080,25,BID,LONG,0.5
LQDA,2026-03-23 15:30:27.201761+00:00,CALL,40.0,2026-04-17,15600,40,680,9567,36.6,REPEATEDHITS,False,False,15600,0,25,ASK,LONG,1.0
IWM,2026-03-23 15:30:18.992541+00:00,PUT,250.0,2026-03-23,113436,1644,11877,473,250.61,REPEATEDHITS,True,False,109710,3726,0,ASK,SHORT,1.0
PRGO,2026-03-23 15:30:18.992541+00:00,CALL,10.0,2026-04-17,41965,763,1191,81,9.71,REPEATEDHITS,False,False,41965,0,25,ASK,LONG,1.0
GDX,2026-03-23 15:30:18.992541+00:00,CALL,95.0,2026-06-18,15575,35,885,4746,84.27,REPEATEDHITS,False,False,0,15575,87,BID,SHORT,0.5
RCAT,2026-03-23 15:30:10.980757+00:00,CALL,35.0,2028-01-21,52500,100,222,309,14.41,REPEATEDHITS,True,False,12600,39900,669,BID,SHORT,0.5
OKLO,2026-03-23 15:30:10.980757+00:00,CALL,57.0,2026-04-02,36850,110,1035,113,57.0,REPEATEDHITS,False,False,34840,0,10,ASK,LONG,1.0
MU,2026-03-23 15:30:10.980757+00:00,CALL,400.0,2026-04-17,370000,100,404,4783,415.075,REPEATEDHITS,False,False,370000,0,25,ASK,LONG,1.0
