ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
IREN,2026-05-27 20:01:27.900980+00:00,CALL,80.0,2027-06-17,2806075.0,1049,3423,115,67.8,REPEATEDHITS,True,False,False,1289350.0,821225,21364097132.0,386,ASK,LONG,1.0
SPY,2026-05-27 19:59:52.038692+00:00,CALL,718.0,2026-07-31,505704.0,114,116,103,750.485,REPEATEDHITS,False,False,False,4436.0,501268,750.163155,65,BID,SHORT,0.5
SLV,2026-05-27 19:58:15.845878+00:00,CALL,68.0,2026-06-05,668000.0,4000,27390,2449,67.455,REPEATEDHITS,True,False,False,668000.0,0,38529495748.0,9,ASK,LONG,1.0
SMH,2026-05-27 19:55:54.606910+00:00,PUT,600.0,2027-03-19,579150.0,65,70,24,595.55,REPEATEDHITS,False,False,False,115830.0,463320,69301421010.0,296,BID,LONG,0.5
MRVL,2026-05-27 19:53:51.993945+00:00,CALL,202.5,2026-06-05,515159.0,326,518,130,200.175,REPEATEDHITSASCENDINGFILL,False,False,False,0.0,515159,182081718000.0,9,BID,SHORT,0.5
SOXL,2026-05-27 19:45:00.274156+00:00,CALL,222.5,2026-06-05,1877890.0,973,2587,0,217.875,REPEATEDHITS,True,False,False,1877890.0,0,27365761547.0,9,ASK,LONG,1.0
MSFT,2026-05-27 19:35:42.430248+00:00,CALL,495.0,2027-01-15,558920.0,314,317,281,412.54,REPEATEDHITS,False,False,False,0.0,558920,3090451689905.0,233,BID,SHORT,0.5
AAPL,2026-05-27 19:33:38.464711+00:00,CALL,310.0,2026-07-02,884132.0,999,28260,334,309.67,REPEATEDHITS,False,False,False,0.0,884132,4528552475480.0,36,BID,SHORT,0.5
AAPL,2026-05-27 19:33:06.998843+00:00,CALL,310.0,2026-07-02,880038.0,1000,27261,334,309.57,REPEATEDHITSASCENDINGFILL,False,False,False,0.0,880038,4528552475480.0,36,BID,SHORT,0.5
AAPL,2026-05-27 19:32:14.471912+00:00,CALL,310.0,2026-07-02,885000.0,1000,25142,334,309.63,REPEATEDHITS,False,False,False,0.0,885000,4528552475480.0,36,BID,SHORT,0.5
