ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
JPM,2026-07-29 19:09:59.488936+00:00,PUT,295.0,2027-06-17,1416297,1215,1229,467,347.69,REPEATEDHITSASCENDINGFILL,False,False,False,88155,1328142,957416224766.0,323,BID,LONG,0.5
V,2026-07-29 19:08:17.754672+00:00,PUT,375.0,2026-10-16,1627982,907,1273,9,369.36,REPEATEDHITSDESCENDINGFILL,False,False,False,1626192,1790,624710672493.0,79,ASK,SHORT,1.0
SPCX,2026-07-29 19:07:13.247176+00:00,CALL,140.0,2026-08-14,623280,1176,1274,1089,115.06,REPEATEDHITS,False,False,False,623280,0,1770000000000.0,16,ASK,LONG,1.0
TER,2026-07-29 19:01:24.161541+00:00,CALL,300.0,2026-08-14,1452500,250,501,0,345.945,REPEATEDHITS,False,False,False,1452500,0,50195244245.0,16,ASK,LONG,1.0
CVNA,2026-07-29 19:00:33.674895+00:00,CALL,72.0,2026-11-20,953692,917,917,265,69.1802,REPEATEDHITSASCENDINGFILL,False,False,False,0,953692,47325173597.0,114,BID,SHORT,0.5
SOXX,2026-07-29 18:54:54.122263+00:00,PUT,400.0,2026-08-21,1521070,2535,10757,2045,488.6,REPEATEDHITS,False,False,False,0,1521070,41679012392.0,23,BID,LONG,0.5
DVA,2026-07-29 18:50:19.431775+00:00,PUT,230.0,2027-11-19,2905000,830,1000,0,241.38,LOWHISTORICVOLUMEFLOOR,False,True,True,2905000,0,15373332000.0,478,ASK,SHORT,1.0
DASH,2026-07-29 18:44:34.950125+00:00,PUT,190.0,2026-08-07,1805750,2330,2336,38,198.415,LOWHISTORICVOLUMEFLOOR,False,True,True,1805750,0,80424533987.0,9,ASK,SHORT,1.0
ZS,2026-07-29 18:43:06.397860+00:00,CALL,190.0,2026-11-20,674700,553,560,105,156.4,REPEATEDHITS,False,False,False,1220,673480,24520015276.0,114,BID,SHORT,0.5
RDDT,2026-07-29 18:37:35.284193+00:00,PUT,150.0,2026-10-16,652050,621,1009,216,181.65,OTMEARNINGSFLOOR,False,True,False,0,652050,25332349158.0,79,BID,LONG,0.5
