ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
PLTR,2026-04-16 14:51:24.633184+00:00,CALL,130.0,2026-07-17,56750,25,143,1627,142.53,REPEATEDHITS,False,False,56750,0,325732567255.0,92,ASK,LONG,1.0
SNOW,2026-04-16 14:51:22.028484+00:00,CALL,150.0,2026-05-08,31590,39,57,128,146.65,REPEATEDHITS,True,False,31590,0,49946736000.0,22,ASK,LONG,1.0
MSTR,2026-04-16 14:51:15.420725+00:00,PUT,145.0,2026-05-15,11160,9,281,2737,141.7,REPEATEDHITS,False,False,0,11160,45087702221.0,29,BID,LONG,0.5
IBIT,2026-04-16 14:51:15.420725+00:00,CALL,43.0,2026-06-18,56280,201,802,10468,42.02,REPEATEDHITS,False,False,38640,17640,59440316374.0,63,ASK,LONG,1.0
INTC,2026-04-16 14:51:15.420725+00:00,CALL,64.0,2026-04-24,56650,103,324,1541,66.91,REPEATEDHITS,True,False,56650,0,324375300000.0,8,ASK,LONG,1.0
SPY,2026-04-16 14:51:15.420725+00:00,CALL,650.0,2026-12-18,2144388,249,503,5497,699.99,REPEATEDHITS,False,False,2144388,0,699.926731,246,ASK,LONG,1.0
AAPL,2026-04-16 14:51:15.420725+00:00,CALL,270.0,2026-05-15,137596,250,3902,29151,261.64,REPEATEDHITS,False,False,0,137596,3911496130200.0,29,BID,SHORT,0.5
SLV,2026-04-16 14:51:14.010884+00:00,CALL,86.0,2026-05-15,237640,2285,2305,5014,71.0,REPEATEDHITS,False,False,237640,0,38529514982.0,29,ASK,LONG,1.0
JETS,2026-04-16 14:51:14.010884+00:00,PUT,24.0,2027-01-15,13936,67,97,1622,26.7,REPEATEDHITS,False,False,416,13520,1000450000.0,274,BID,LONG,0.5
ZS,2026-04-16 14:51:14.010884+00:00,CALL,140.0,2026-05-15,15750,21,94,1411,134.59,REPEATEDHITS,True,False,1500,14250,21065190000.0,29,BID,SHORT,0.5
NFLX,2026-04-16 14:51:14.010884+00:00,PUT,110.0,2027-03-19,145600,104,125,608,108.17,REPEATEDHITS,False,False,0,145600,454769085177.0,337,BID,LONG,0.5
CRWV,2026-04-16 14:51:11.404421+00:00,CALL,130.0,2026-04-24,30970,163,482,1114,117.37,REPEATEDHITS,True,False,30970,0,49734442934.0,8,ASK,LONG,1.0
SMTC,2026-04-16 14:51:11.404421+00:00,CALL,125.0,2026-09-18,143820,141,141,10,98.83,REPEATEDHITS,True,False,143820,0,8669555346.0,155,ASK,LONG,1.0
IREN,2026-04-16 14:51:11.404421+00:00,CALL,75.0,2028-01-21,49980,34,38,2179,45.58,REPEATEDHITS,False,False,49980,0,16221928298.0,645,ASK,LONG,1.0
IREN,2026-04-16 14:51:11.404421+00:00,CALL,90.0,2028-01-21,47310,38,38,9552,45.5672,REPEATEDHITS,False,False,47310,0,16221928298.0,645,ASK,LONG,1.0
OPEN,2026-04-16 14:51:08.799420+00:00,CALL,6.0,2026-05-01,15000,1000,4736,3609,5.18,REPEATEDHITS,False,False,0,15000,4619128818.0,15,BID,SHORT,0.5
SOXL,2026-04-16 14:51:04.592673+00:00,PUT,69.0,2026-05-01,11900,50,93,236,86.79,REPEATEDHITS,False,False,0,11900,13538705158.0,15,BID,LONG,0.5
HIMS,2026-04-16 14:51:04.592673+00:00,PUT,15.0,2026-05-01,11797,2153,2155,1159,25.94,REPEATEDHITSASCENDINGFILL,True,False,11392,405,5333140163.0,15,ASK,SHORT,1.0
UPRO,2026-04-16 14:50:42.776090+00:00,CALL,130.0,2026-05-15,10175,55,65,228,120.0402,REPEATEDHITS,False,False,0,10175,120.1286,29,BID,SHORT,0.5
AMZN,2026-04-16 14:50:38.570616+00:00,CALL,280.0,2026-08-21,494985,500,16812,14840,246.23,REPEATEDHITS,False,False,494985,0,2667627836195.0,127,ASK,LONG,1.0
AAPL,2026-04-16 14:50:38.570616+00:00,CALL,270.0,2026-05-15,138300,250,3651,29151,261.68,REPEATEDHITS,False,False,0,138300,3911496130200.0,29,BID,SHORT,0.5
ZS,2026-04-16 14:50:38.570616+00:00,CALL,250.0,2027-01-15,67421,100,100,1795,134.295,REPEATEDHITSDESCENDINGFILL,False,False,67421,0,21065190000.0,274,ASK,LONG,1.0
AMD,2026-04-16 14:50:32.565542+00:00,CALL,265.0,2026-04-24,98000,80,4182,3720,270.67,REPEATEDHITS,False,False,77175,20825,420841646795.0,8,ASK,LONG,1.0
AMD,2026-04-16 14:50:26.958760+00:00,CALL,260.0,2026-08-21,1082500,250,391,2409,270.73,REPEATEDHITS,False,False,0,632180,420841646795.0,127,BID,SHORT,0.5
MU,2026-04-16 14:50:26.958760+00:00,CALL,460.0,2026-06-18,241285,41,240,6792,458.49,REPEATEDHITS,False,False,0,241285,514506106088.0,63,BID,SHORT,0.5
PYPL,2026-04-16 14:50:26.958760+00:00,CALL,50.0,2026-04-24,15456,161,1608,4455,49.33,REPEATEDHITS,True,False,0,864,45637341347.0,8,BID,SHORT,0.5
HPQ,2026-04-16 14:50:23.152981+00:00,CALL,19.0,2026-04-17,16860,281,2405,9967,19.545,REPEATEDHITS,False,False,16860,0,17586800327.0,1,ASK,LONG,1.0
AMZN,2026-04-16 14:50:23.152981+00:00,CALL,280.0,2026-08-21,990000,1000,16312,14840,246.2999,REPEATEDHITS,False,False,990000,0,2667627836195.0,127,ASK,LONG,1.0
DK,2026-04-16 14:50:17.543218+00:00,CALL,37.5,2026-07-17,18734,24,27,47,42.545,REPEATEDHITSASCENDINGFILL,False,False,0,18734,2447360587.0,92,BID,SHORT,0.5
SMH,2026-04-16 14:50:17.543218+00:00,CALL,510.0,2027-03-19,81680,17,17,17,453.46,REPEATEDHITS,False,False,81680,0,52068668922.0,337,ASK,LONG,1.0
SGHC,2026-04-16 14:50:17.543218+00:00,CALL,9.75,2026-04-17,11158,74,5634,116209,11.29,REPEATEDHITSDESCENDINGFILL,False,False,0,11158,5648235325.0,1,BID,SHORT,0.5
CARR,2026-04-16 14:50:17.543218+00:00,CALL,60.0,2026-05-15,15264,71,105,1196,58.43,REPEATEDHITS,False,False,15264,0,48938659291.0,29,ASK,LONG,1.0
AKAM,2026-04-16 14:50:17.543218+00:00,CALL,95.0,2026-05-15,18980,26,138,856,94.54,REPEATEDHITS,False,False,18980,0,13094987743.0,29,ASK,LONG,1.0
TSCO,2026-04-16 14:50:12.938369+00:00,PUT,45.0,2026-07-17,12870,39,4747,901,44.53,REPEATEDHITS,False,False,0,12870,23554220049.0,92,BID,LONG,0.5
CARR,2026-04-16 14:50:11.130574+00:00,PUT,62.5,2026-05-15,104760,194,194,107,58.52,REPEATEDHITS,False,False,0,104760,48938659291.0,29,BID,LONG,0.5
