ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
SPY,2026-06-10 20:09:26.034518+00:00,PUT,732.0,2026-08-31,635250,250,250,30,724.68,REPEATEDHITS,False,False,False,0,635250,737.385627,82,BID,LONG,0.5
RUT,2026-06-10 20:08:31.996543+00:00,CALL,2850.0,2027-03-19,3921600,150,150,76,2835.4623,REPEATEDHITS,False,False,False,0,0,,282,MIXED,,0.0
RUT,2026-06-10 20:08:31.996543+00:00,CALL,3200.0,2027-03-19,2239575,195,195,0,2835.4623,REPEATEDHITS,False,False,False,0,0,,282,MIXED,,0.0
RUT,2026-06-10 20:08:31.996543+00:00,PUT,2300.0,2027-03-19,1250925,195,195,23,2835.4623,REPEATEDHITS,False,False,False,0,0,,282,MIXED,,0.0
RUT,2026-06-10 20:08:31.996543+00:00,PUT,2850.0,2027-03-19,3157200,150,150,34,2835.4623,REPEATEDHITS,False,False,False,0,0,,282,MIXED,,0.0
SPY,2026-06-10 20:07:19.951478+00:00,PUT,692.0,2026-07-17,1868914,2588,12698,0,724.43,REPEATEDHITS,False,False,False,136836,1732078,737.385627,37,BID,LONG,0.5
SPY,2026-06-10 20:07:19.951478+00:00,PUT,692.0,2026-07-17,635016,879,14248,0,724.35,REPEATEDHITSDESCENDINGFILL,False,False,False,0,498180,737.385627,37,BID,LONG,0.5
IWM,2026-06-10 20:04:57.191651+00:00,PUT,269.0,2026-07-17,7782400,16384,36040,10703,281.96,REPEATEDHITS,False,False,False,0,7782400,76844863080.0,37,BID,LONG,0.5
KEEL,2026-06-10 19:57:06.258091+00:00,PUT,5.5,2026-11-20,679000,3880,11567,851,5.29,REPEATEDHITS,True,False,False,679000,0,3272751288.0,163,ASK,SHORT,1.0
KEEL,2026-06-10 19:54:54.878142+00:00,PUT,5.5,2026-11-20,692000,4000,7566,851,5.31,REPEATEDHITS,True,False,False,692000,0,3272751288.0,163,ASK,SHORT,1.0
RIOT,2026-06-10 19:42:42.491511+00:00,CALL,27.0,2026-07-17,1008504,6264,10813,376,24.13,FLOORTRADEMIDCAP,False,True,False,0,0,9565335363.0,37,MIXED,,0.0
PANW,2026-06-10 19:40:39.042658+00:00,CALL,280.0,2027-06-17,908160,176,627,127,262.62,REPEATEDHITS,False,False,False,908160,0,212323800000.0,372,ASK,LONG,1.0
IREN,2026-06-10 19:39:00.950584+00:00,PUT,45.0,2026-06-26,598810,2722,5654,1561,51.84,REPEATEDHITSDESCENDINGFILL,True,False,False,588055,10755,19305595969.0,16,ASK,SHORT,1.0
IREN,2026-06-10 19:37:15.159146+00:00,PUT,45.0,2026-06-26,526392,2437,2905,1561,51.88,REPEATEDHITS,True,False,False,525744,648,19305595969.0,16,ASK,SHORT,1.0
SPY,2026-06-10 19:35:20.796377+00:00,PUT,711.0,2026-06-15,654509,2899,26936,224,726.93,REPEATEDHITSDESCENDINGFILL,False,False,False,0,654509,737.385627,5,BID,LONG,0.5
IREN,2026-06-10 19:34:19.907266+00:00,PUT,33.0,2026-12-18,1236030,2095,2168,41,51.84,REPEATEDHITSDESCENDINGFILL,False,False,False,1236030,0,19305595969.0,191,ASK,SHORT,1.0
SPY,2026-06-10 19:31:58.449341+00:00,PUT,711.0,2026-06-15,856749,3745,19054,224,726.83,REPEATEDHITSASCENDINGFILL,False,False,False,743925,112824,737.385627,5,ASK,SHORT,1.0
SPY,2026-06-10 19:30:10.953304+00:00,PUT,695.0,2026-06-17,793010,4381,23836,441,725.92,REPEATEDHITSDESCENDINGFILL,True,False,False,543,790647,737.385627,7,BID,LONG,0.5
SPY,2026-06-10 19:29:47.679291+00:00,PUT,711.0,2026-06-15,2050989,8037,8321,224,725.9,REPEATEDHITSASCENDINGFILL,True,False,False,1964303,86686,737.385627,5,ASK,SHORT,1.0
SPY,2026-06-10 19:29:47.679291+00:00,PUT,711.0,2026-06-15,1311948,5089,13410,224,725.93,REPEATEDHITSASCENDINGFILL,True,False,False,1311948,0,737.385627,5,ASK,SHORT,1.0
CRCL,2026-06-10 19:26:58.870658+00:00,CALL,105.0,2026-10-16,578513,650,660,245,78.98,REPEATEDHITSASCENDINGFILL,True,False,False,895,577618,18641467499.0,128,BID,SHORT,0.5
CLS,2026-06-10 19:21:54.956707+00:00,CALL,500.0,2026-12-18,535020,111,121,85,360.245,REPEATEDHITS,False,False,False,178340,0,42753899569.0,191,ASK,LONG,1.0
TQQQ,2026-06-10 19:21:51.947807+00:00,PUT,62.5,2026-06-18,503505,2505,2695,2013,69.1701,REPEATEDHITS,False,False,False,0,503505,73.7461,8,BID,LONG,0.5
AMD,2026-06-10 19:21:47.140804+00:00,PUT,445.0,2026-06-12,1597500,1500,4524,1356,448.64,REPEATEDHITS,False,False,False,1597500,0,775358756848.0,2,ASK,SHORT,1.0
MSTR,2026-06-10 19:15:07.544257+00:00,PUT,90.0,2026-10-16,2131188,2197,7665,1608,116.28,REPEATEDHITSASCENDINGFILL,True,False,False,975,2123423,38711107926.0,128,BID,LONG,0.5
XOM,2026-06-10 19:12:22.504974+00:00,CALL,155.0,2026-10-16,1701470,1668,2964,566,151.28,REPEATEDHITSASCENDINGFILL,False,False,False,0,1701470,617224081893.0,128,BID,SHORT,0.5
NOW,2026-06-10 19:07:42.310956+00:00,CALL,135.0,2026-10-16,845420,1031,1096,518,106.75,REPEATEDHITS,False,False,False,0,845420,110286070000.0,128,BID,SHORT,0.5
SPY,2026-06-10 19:01:47.019886+00:00,PUT,694.0,2026-07-17,696073,1002,16226,0,727.04,REPEATEDHITSDESCENDINGFILL,False,False,False,0,696073,737.385627,37,BID,LONG,0.5
SPY,2026-06-10 19:01:30.189621+00:00,PUT,692.0,2026-07-17,3487221,5235,5429,0,726.925,REPEATEDHITSASCENDINGFILL,True,False,False,3487221,0,737.385627,37,ASK,SHORT,1.0
DELL,2026-06-10 18:59:05.339662+00:00,CALL,560.0,2026-09-18,590903,311,822,30,376.06,REPEATEDHITS,False,False,False,0,590903,124030258279.0,100,BID,SHORT,0.5
WFC,2026-06-10 18:56:43.563826+00:00,CALL,92.5,2026-10-16,715099,2849,2849,295,82.185,REPEATEDHITS,False,False,False,13303,701796,250935538508.0,128,BID,SHORT,0.5
LRCX,2026-06-10 18:55:51.093485+00:00,CALL,490.0,2026-10-16,734772,468,834,72,320.5006,REPEATEDHITSASCENDINGFILL,False,False,False,0,734772,409136808360.0,128,BID,SHORT,0.5
MSTR,2026-06-10 18:48:44.864374+00:00,PUT,90.0,2026-10-16,5068123,5198,5215,1608,116.65,REPEATEDHITSASCENDINGFILL,False,False,False,0,5068123,38711107926.0,128,BID,LONG,0.5
SNDK,2026-06-10 18:40:33.226073+00:00,PUT,1350.0,2026-06-26,2218051,449,2399,170,1657.41,REPEATEDHITS,False,False,False,2218051,0,243835710137.0,16,ASK,SHORT,1.0
SNDK,2026-06-10 18:40:14.409447+00:00,PUT,1350.0,2026-06-26,1091250,225,1921,170,1656.3701,REPEATEDHITS,False,False,False,1091250,0,243835710137.0,16,ASK,SHORT,1.0
SNDK,2026-06-10 18:39:11.301171+00:00,PUT,1350.0,2026-06-26,1217820,251,1642,170,1655.0,REPEATEDHITSASCENDINGFILL,True,False,False,948100,269720,243835710137.0,16,ASK,SHORT,1.0
JPM,2026-06-10 18:36:13.061011+00:00,PUT,265.0,2026-10-16,518749,910,936,529,311.57,REPEATEDHITSASCENDINGFILL,False,False,False,0,517024,837883220409.0,128,BID,LONG,0.5
SNDK,2026-06-10 18:34:03.481147+00:00,PUT,1350.0,2026-06-26,1256960,272,626,170,1662.12,REPEATEDHITSDESCENDINGFILL,True,False,False,618890,638070,243835710137.0,16,BID,LONG,0.5
SPY,2026-06-10 18:33:17.623416+00:00,CALL,665.0,2028-01-21,2381016,174,178,133,729.14,REPEATEDHITS,False,False,False,0,2381016,737.385627,590,BID,SHORT,0.5
URI,2026-06-10 18:33:11.613166+00:00,PUT,1080.0,2026-09-18,675980,73,73,1,1062.17,REPEATEDHITS,False,False,False,0,675980,68545983273.0,100,BID,LONG,0.5
CRH,2026-06-10 18:32:28.166615+00:00,PUT,100.0,2026-09-18,676800,940,1001,185,100.5,REPEATEDHITS,False,False,False,0,676800,69292362399.0,100,BID,LONG,0.5
SPY,2026-06-10 18:32:15.552237+00:00,CALL,740.0,2026-11-30,652125,185,193,31,729.19,REPEATEDHITS,True,False,False,0,652125,737.385627,173,BID,SHORT,0.5
SLV,2026-06-10 18:32:15.552237+00:00,PUT,56.0,2028-01-21,813450,870,941,314,58.6143,REPEATEDHITS,False,False,False,794750,18700,38529495748.0,590,ASK,SHORT,1.0
CRWV,2026-06-10 18:28:00.247633+00:00,CALL,95.0,2026-10-16,1067111,458,6194,261,97.58,REPEATEDHITSDESCENDINGFILL,False,False,False,1062461,0,44063654295.0,128,ASK,LONG,1.0
SOXX,2026-06-10 18:27:10.596922+00:00,CALL,560.0,2026-06-18,994575,585,1074,384,547.14,REPEATEDHITS,False,False,False,10200,984375,33517036476.0,8,BID,SHORT,0.5
CIEN,2026-06-10 18:22:03.429704+00:00,CALL,780.0,2028-12-15,630000,42,297,10,434.105,REPEATEDHITS,True,False,False,630000,0,62189860751.0,919,ASK,LONG,1.0
SOXX,2026-06-10 18:20:46.941628+00:00,PUT,550.0,2028-01-21,627850,50,50,6,548.2448,FLOORTRADELARGECAP,False,True,False,439600,0,33517036476.0,590,ASK,SHORT,1.0
QQQ,2026-06-10 18:18:19.211816+00:00,CALL,705.0,2026-07-10,1006218,500,3969,86,698.96,REPEATEDHITSASCENDINGFILL,False,False,False,146949,859269,467517261829.0,30,BID,SHORT,0.5
QQQ,2026-06-10 18:18:01.192781+00:00,CALL,705.0,2026-07-10,991457,488,3469,86,699.25,REPEATEDHITSDESCENDINGFILL,False,False,False,89408,902049,467517261829.0,30,BID,SHORT,0.5
MU,2026-06-10 18:15:03.165272+00:00,CALL,902.5,2026-06-12,1917576,544,2163,373,905.18,REPEATEDHITSDESCENDINGFILL,False,False,False,1914056,3520,1055435020990.0,2,ASK,LONG,1.0
DKNG,2026-06-10 19:26:51.256806+00:00,PUT,30.0,2026-06-12,37153,288,490,8,28.995,REPEATEDHITS,False,False,False,130,33798,13688194061.0,2,BID,LONG,0.5
DKNG,2026-06-10 17:52:50.397809+00:00,PUT,22.5,2027-06-17,15750,50,50,1,29.02,REPEATEDHITS,False,False,False,0,15750,13688194061.0,372,BID,LONG,0.5
DKNG,2026-06-10 17:48:37.459209+00:00,CALL,29.5,2026-07-02,39339,279,319,159,29.035,REPEATEDHITS,False,False,False,36660,0,13688194061.0,22,ASK,LONG,1.0
DKNG,2026-06-10 14:57:22.564172+00:00,CALL,29.5,2026-06-12,40216,665,2588,289,29.26,REPEATEDHITSDESCENDINGFILL,True,False,False,660,35596,13688194061.0,2,BID,SHORT,0.5
DKNG,2026-06-10 14:31:37.315874+00:00,CALL,29.5,2026-06-12,25580,312,1420,289,29.53,REPEATEDHITSDESCENDINGFILL,False,False,False,25580,0,13688194061.0,2,ASK,LONG,1.0
DKNG,2026-06-10 14:28:09.084925+00:00,PUT,30.0,2026-06-26,22368,132,331,3,29.505,REPEATEDHITSDESCENDINGFILL,False,False,False,0,22368,13688194061.0,16,BID,LONG,0.5
DKNG,2026-06-09 15:16:53.049151+00:00,PUT,26.0,2026-06-12,26270,710,1070,127,26.88,REPEATEDHITS,True,False,False,0,10212,13688194061.0,3,BID,LONG,0.5
DKNG,2026-06-08 18:43:13.038658+00:00,CALL,26.5,2026-07-10,56147,617,629,14,24.84,REPEATEDHITS,False,False,False,91,56056,13688194061.0,32,BID,SHORT,0.5
DKNG,2026-06-04 15:52:33.920022+00:00,CALL,32.5,2026-09-18,99004,934,936,782,25.68,REPEATEDHITS,False,False,False,94976,4028,13688194061.0,106,ASK,LONG,1.0
DKNG,2026-06-02 18:42:25.478076+00:00,CALL,26.0,2026-06-18,67640,712,754,337,25.48,REPEATEDHITS,False,False,False,0,67640,13688194061.0,16,BID,SHORT,0.5
DKNG,2026-06-02 14:59:57.858395+00:00,CALL,30.0,2026-06-12,11143,1528,1589,893,25.54,REPEATEDHITSASCENDINGFILL,False,False,False,10940,203,13688194061.0,10,ASK,LONG,1.0
DKNG,2026-06-01 19:24:00.464278+00:00,PUT,26.5,2026-06-05,44520,840,2322,4,26.81,REPEATEDHITS,False,False,False,43672,0,13688194061.0,4,ASK,SHORT,1.0
DKNG,2026-06-01 17:41:58.954779+00:00,PUT,26.5,2026-06-05,20700,300,901,4,26.51,REPEATEDHITS,False,False,False,16905,3795,13688194061.0,4,ASK,SHORT,1.0
DKNG,2026-06-01 14:31:57.763366+00:00,PUT,22.0,2026-06-26,11424,408,424,60,25.69,REPEATEDHITS,False,False,False,2268,7980,13688194061.0,25,BID,LONG,0.5
DKNG,2026-06-01 13:46:06.992772+00:00,CALL,35.0,2026-07-17,19440,1080,1510,443,26.12,REPEATEDHITS,False,False,False,19440,0,13688194061.0,46,ASK,LONG,1.0
DKNG,2026-05-29 17:06:02.759509+00:00,PUT,25.0,2026-07-17,155449,762,819,721,24.515,REPEATEDHITS,False,False,False,0,155449,13688194061.0,49,BID,LONG,0.5
DKNG,2026-05-27 18:38:12.735995+00:00,CALL,27.0,2026-07-02,33405,393,399,1,25.055,REPEATEDHITS,False,False,False,4420,28985,13688194061.0,36,BID,SHORT,0.5
DKNG,2026-05-27 16:31:46.786819+00:00,PUT,22.0,2026-06-18,27480,916,932,124,24.97,REPEATEDHITS,False,False,False,0,27480,13688194061.0,22,BID,LONG,0.5
DKNG,2026-05-26 17:47:16.806910+00:00,PUT,24.5,2026-06-18,20126,156,167,14,24.385,REPEATEDHITSASCENDINGFILL,True,False,False,129,19997,13688194061.0,23,BID,LONG,0.5
DKNG,2026-05-20 17:19:51.324504+00:00,PUT,24.0,2026-06-26,42837,393,393,8,25.15,REPEATEDHITS,False,False,False,327,42510,13688194061.0,37,BID,LONG,0.5
DKNG,2026-05-18 14:17:35.462331+00:00,PUT,25.5,2026-05-29,27751,375,396,34,25.77,REPEATEDHITSDESCENDINGFILL,False,False,False,27676,0,13688194061.0,11,ASK,SHORT,1.0
DKNG,2026-05-15 15:04:50.526161+00:00,PUT,26.5,2026-05-22,49714,469,469,7,25.74,REPEATEDHITS,False,False,False,8268,41446,13688194061.0,7,BID,LONG,0.5
DKNG,2026-05-14 17:55:30.540646+00:00,PUT,25.5,2026-06-05,13112,88,88,3,24.905,REPEATEDHITS,True,False,False,0,13112,13688194061.0,22,BID,LONG,0.5
DKNG,2026-05-12 14:04:35.042658+00:00,CALL,24.0,2026-06-05,175100,850,850,29,25.18,FLOORTRADELARGECAP,False,True,False,175100,0,13688194061.0,24,ASK,LONG,1.0
KO,2026-06-10 19:14:05.239410+00:00,CALL,82.5,2026-10-16,432250,910,944,883,83.575,REPEATEDHITS,False,False,False,0,432250,349963919880.0,128,BID,SHORT,0.5
KO,2026-06-10 16:30:32.098349+00:00,CALL,85.0,2026-10-16,464732,1347,1479,692,83.625,REPEATEDHITS,True,False,False,22425,442307,349963919880.0,128,BID,SHORT,0.5
KO,2026-06-10 14:02:36.157625+00:00,CALL,90.0,2026-10-16,87947,534,780,120,83.125,REPEATEDHITSASCENDINGFILL,False,False,False,36632,51315,349963919880.0,128,BID,SHORT,0.5
KO,2026-06-09 14:35:03.439309+00:00,CALL,80.0,2026-07-02,52948,308,424,110,80.56,REPEATEDHITSASCENDINGFILL,False,False,False,52948,0,349963919880.0,23,ASK,LONG,1.0
KO,2026-06-08 14:53:38.758224+00:00,PUT,79.0,2026-06-18,56430,495,522,489,79.385,REPEATEDHITS,False,False,False,0,56430,349963919880.0,10,BID,LONG,0.5
KO,2026-06-08 13:59:01.385677+00:00,CALL,81.0,2026-06-18,54940,1000,1011,907,79.515,REPEATEDHITSDESCENDINGFILL,False,False,False,54340,600,349963919880.0,10,ASK,LONG,1.0
KO,2026-06-01 17:16:14.379143+00:00,CALL,79.0,2026-06-12,55402,560,746,122,78.6999,REPEATEDHITSDESCENDINGFILL,False,False,False,49995,3526,349963919880.0,11,ASK,LONG,1.0
KO,2026-05-19 15:51:04.622214+00:00,PUT,82.0,2026-06-05,78736,703,708,25,82.23,REPEATEDHITS,False,False,False,77616,1120,349963919880.0,17,ASK,SHORT,1.0
KO,2026-05-19 14:41:16.666459+00:00,PUT,83.0,2026-05-29,90390,690,751,82,82.46,REPEATEDHITS,False,False,False,90390,0,349963919880.0,10,ASK,SHORT,1.0
KO,2026-05-19 14:32:22.796264+00:00,PUT,85.0,2026-11-20,71680,128,143,1,82.48,REPEATEDHITS,True,False,False,4480,16800,349963919880.0,185,BID,LONG,0.5
KO,2026-05-18 16:31:16.815947+00:00,CALL,85.0,2026-09-18,795880,4040,4168,1781,81.03,REPEATEDHITS,False,False,False,0,795880,349963919880.0,123,BID,SHORT,0.5
KO,2026-05-18 14:05:56.911375+00:00,CALL,82.0,2026-06-05,110390,1162,1171,258,80.9701,REPEATEDHITS,False,False,False,110010,380,349963919880.0,18,ASK,LONG,1.0
KO,2026-05-18 13:50:40.708407+00:00,CALL,82.0,2026-05-29,73080,1218,1223,1099,80.91,REPEATEDHITS,False,False,False,73080,0,349963919880.0,11,ASK,LONG,1.0
KO,2026-05-15 15:11:41.906650+00:00,PUT,81.0,2026-06-12,65928,402,457,40,80.725,REPEATEDHITS,False,False,False,65928,0,349963919880.0,28,ASK,SHORT,1.0
KO,2026-05-14 15:00:07.362484+00:00,PUT,85.0,2026-07-17,118800,220,220,16,80.55,REPEATEDHITS,True,False,False,0,118800,349963919880.0,64,BID,LONG,0.5
KO,2026-05-14 14:06:22.775435+00:00,PUT,80.0,2027-01-15,408500,860,861,774,80.21,REPEATEDHITS,False,False,False,0,408500,349963919880.0,246,BID,LONG,0.5
KO,2026-05-12 16:08:34.067087+00:00,PUT,77.5,2026-07-17,348384,2292,2362,2023,79.71,REPEATEDHITS,False,False,False,348384,0,349963919880.0,66,ASK,SHORT,1.0
KO,2026-05-12 15:19:29.448001+00:00,CALL,79.0,2026-06-05,100440,558,613,106,79.44,REPEATEDHITS,True,False,False,100440,0,349963919880.0,24,ASK,LONG,1.0
VST,2026-06-10 19:13:11.963054+00:00,CALL,140.0,2026-06-12,123200,800,4634,83,138.58,REPEATEDHITS,False,False,False,0,123200,49302820471.0,2,BID,SHORT,0.5
VST,2026-06-10 19:12:42.732280+00:00,CALL,140.0,2026-06-12,39579,237,2577,83,138.6,REPEATEDHITS,False,False,False,0,39579,49302820471.0,2,BID,SHORT,0.5
VST,2026-06-10 19:12:22.504974+00:00,CALL,140.0,2026-06-12,162220,900,2340,83,138.68,REPEATEDHITSASCENDINGFILL,False,False,False,0,162220,49302820471.0,2,BID,SHORT,0.5
VST,2026-06-10 19:12:04.481133+00:00,CALL,140.0,2026-06-12,93456,472,612,83,138.875,REPEATEDHITS,False,False,False,0,93456,49302820471.0,2,BID,SHORT,0.5
VST,2026-06-10 19:12:04.481133+00:00,CALL,140.0,2026-06-12,101276,528,1440,83,138.73,REPEATEDHITSDESCENDINGFILL,True,False,False,6022,93334,49302820471.0,2,BID,SHORT,0.5
VST,2026-06-10 14:52:31.006728+00:00,PUT,137.0,2026-06-26,17390,37,37,10,140.115,REPEATEDHITS,False,False,False,17390,0,49302820471.0,16,ASK,SHORT,1.0
VST,2026-06-10 14:52:31.006728+00:00,PUT,138.0,2026-06-26,25235,49,49,15,140.04,REPEATEDHITS,False,False,False,25235,0,49302820471.0,16,ASK,SHORT,1.0
