ticker,event_ts,option_type,strike,expiration_date,premium,contracts,volume,open_interest,underlying_price,alert_rule,is_sweep,is_floor,is_multileg,ask_side_premium,bid_side_premium,marketcap,dte,execution_side,direction,direction_confidence
SMH,2026-08-19 19:18:24.349879+00:00,PUT,535.0,2026-08-31,525720.0,1011,2250,50,562.43,REPEATEDHITS,False,False,False,0.0,525720,68681143549.0,12,BID,LONG,0.5
IBIT,2026-08-19 19:14:20.051966+00:00,CALL,35.5,2026-08-21,667975.0,2152,2468,1990,38.6397,REPEATEDHITSASCENDINGFILL,False,False,False,45675.0,622300,64762757065.0,2,BID,SHORT,0.5
COIN,2026-08-19 19:14:10.218017+00:00,CALL,160.0,2027-01-15,1815625.0,625,701,365,160.075,REPEATEDHITS,False,False,False,0.0,1815625,32580487369.0,149,BID,SHORT,0.5
XOP,2026-08-19 19:09:59.301043+00:00,PUT,170.0,2026-09-04,730000.0,10000,10000,9,186.39,LOWHISTORICVOLUMEFLOOR,False,True,False,730000.0,0,3910955404.0,16,ASK,SHORT,1.0
AAOI,2026-08-19 19:08:01.155678+00:00,PUT,110.0,2027-03-19,812700.0,270,563,22,122.37,FLOORTRADELARGECAP,False,True,False,0.0,812700,11113243434.0,212,BID,LONG,0.5
CRWV,2026-08-19 19:06:33.057316+00:00,CALL,91.0,2026-09-11,556640.0,784,899,110,90.775,REPEATEDHITS,False,False,False,0.0,424580,42753075357.0,23,BID,SHORT,0.5
EWY,2026-08-19 19:06:03.026442+00:00,CALL,186.0,2026-09-18,506000.0,920,928,110,173.575,REPEATEDHITS,False,False,False,9900.0,496100,27022898933.0,30,BID,SHORT,0.5
LLY,2026-08-19 19:01:49.328471+00:00,PUT,1280.0,2027-01-15,518570.0,49,116,16,1284.21,REPEATEDHITSASCENDINGFILL,True,False,False,148275.0,211690,1153849595282.0,149,BID,LONG,0.5
BE,2026-08-19 18:47:33.247451+00:00,CALL,250.0,2027-02-19,878166.0,226,233,160,202.27,REPEATEDHITSASCENDINGFILL,False,False,False,0.0,878166,61559160587.0,184,BID,SHORT,0.5
LLY,2026-08-19 18:45:55.357040+00:00,PUT,1280.0,2027-01-15,542605.0,50,66,16,1278.495,REPEATEDHITSASCENDINGFILL,True,False,False,195440.0,249585,1153849595282.0,149,BID,LONG,0.5
SNDK,2026-08-19 18:35:50.725573+00:00,CALL,1570.0,2026-08-21,685432.0,159,2745,157,1560.4415,REPEATEDHITSASCENDINGFILL,False,False,False,0.0,685432,238045083446.0,2,BID,SHORT,0.5
QQQ,2026-08-19 18:33:04.563873+00:00,CALL,725.0,2026-08-27,571052.0,1468,1817,141,717.13,REPEATEDHITS,False,False,False,571052.0,0,498509905577.0,8,ASK,LONG,1.0
EWY,2026-08-19 18:32:09.324176+00:00,CALL,177.0,2026-09-18,516600.0,574,579,72,173.78,REPEATEDHITS,False,False,False,0.0,516600,27022898933.0,30,BID,SHORT,0.5
TLN,2026-08-19 18:28:56.912511+00:00,CALL,350.0,2026-10-16,745552.0,403,553,184,324.465,REPEATEDHITSASCENDINGFILL,False,False,False,0.0,745552,15220443514.0,58,BID,SHORT,0.5
BHF,2026-08-19 18:26:48.376890+00:00,PUT,35.0,2026-12-18,1099554.0,5500,5520,2301,53.24,SWEEPSFOLLOWEDBYFLOOR,True,True,False,1099554.0,0,3084920239.0,121,ASK,SHORT,1.0
SMH,2026-08-19 18:22:50.950890+00:00,PUT,535.0,2026-08-31,590520.0,1036,1162,50,560.2,REPEATEDHITS,False,False,False,0.0,590520,68681143549.0,12,BID,LONG,0.5
BE,2026-08-19 18:20:31.600180+00:00,PUT,190.0,2026-12-18,1179207.0,352,617,186,202.845,REPEATEDHITS,False,False,False,0.0,1179207,61559160587.0,121,BID,LONG,0.5
MCHP,2026-08-19 18:15:51.271497+00:00,CALL,82.5,2026-12-18,818642.0,1137,1156,392,77.48,REPEATEDHITSASCENDINGFILL,False,False,False,0.0,818642,42457849549.0,121,BID,SHORT,0.5
