ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio
CVX,LONG,0.4563040664347223,4.563040664347223,0.0,2.7378,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,17593.94968621656,16.0,1.0,0.13643440371152682,0.000272,0.000381,1747.0284234174685,12804.896535563988,2.169432,0.220564,2.0,1.0,0.238618,0.526713,,,,,,,,,,
GLW,LONG,0.45394076727092064,4.539407672709206,8.26,5.6277,weak_relative_strength (-4.4% vs SPY),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none,4.4,POSITIVE,structural_breakout,4793553.74,144.46,150.0,120.0,3.84,16.93,178176.0,121957.0,0.684,111982.0,87524.0,100627.0,236.64734140818658,3.0,1.0,99.0,0.000416,1.7e-05,313478.75972369546,1840.1441497783094,0.779883,0.210737,0.0,0.0,0.389138,0.0,1.69,0.69,1.0,2.0,1.9,0.97,,,,
KBH,LONG,0.45,4.5,0.0,2.7,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.006922,0.0,0.03748831509445361,0.0,46.747664,,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,,,,
FIVE,LONG,0.440256820492012,4.40256820492012,0.0,2.6415,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,252.14152012586132,4.0,1.0,0.05476699749752482,0.000602,0.004453,0.017691751914832566,0.3230367323976842,1385.867198,875.48672,0.0,0.0,0.017723,0.002442,,,,,,,,,,
YPF,LONG,0.43,4.3,5.16,5.138,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",7.2,NEUTRAL,ema_pullback,,,50.0,38.0,18.01,10.31,93518.0,43539.0,0.466,70361.0,5948.0,60748.0,79624.67741605004,5.0,1.0,2.360403984787681e-05,0.012899,0.001588,1.199785080877345,12707.412466358655,,1.470143,0.0,1.0,0.0,2e-06,2.02,0.03,0.03,1.2,1.62,0.26,,,,
DOCN,LONG,0.4262037480192072,4.262037480192072,0.0,2.5572,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,3.3026537635686157,4.0,1.0,0.8851071187527807,0.00047,0.00045,0.004653501252184316,0.005257557140362449,2.636856,3.796634,0.0,0.0,0.433402,0.129099,,,,,,,,,,
ADBE,LONG,0.4248607872980787,4.248607872980787,0.0,2.5492,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,29330.004220490995,20.0,1.0,0.18489759517274829,0.000443,0.001224,13874.187953502158,50024.7643947257,0.248709,0.277696,1.0,1.0,0.386043,0.692297,,,,,,,,,,
COP,LONG,0.4217487459266999,4.217487459266999,0.0,2.5305,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,73.52322234906293,12.0,1.0,0.03629650396767177,0.000291,0.000592,2403.7116815648556,33112.165343882305,17.182906,4.491227,0.0,2.0,0.000527,0.059608,,,,,,,,,,
TEAM,LONG,0.40760665049179395,4.076066504917939,0.0,2.4456,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,4.2247673046163055,5.0,1.0,0.41173585563384674,0.000339,0.001021,36162.88132920876,58553.52946051268,1.707451,7.000857,0.0,1.0,0.109617,0.568743,,,,,,,,,,
KRE,LONG,0.4009509356499664,4.009509356499664,0.0,2.4057,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.603033369993479,2.0,1.0,99.0,7.4e-05,0.0,49863.908863939665,0.0,36.315668,,0.0,0.0,0.444912,0.0,0.0,0.88,0.0,0.0,0.0,0.0,,,,
VLO,LONG,0.39894493270875203,3.98944932708752,0.0,2.3937,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,106978.39781699568,6.0,1.0,99.0,0.000473,0.000138,76703.74532747471,0.5358365479019841,0.212174,0.185384,0.0,1.0,0.018592,0.337746,0.0,0.0,0.0,0.0,0.0,0.0,,,,
CRM,LONG,0.3941272220569946,3.941272220569946,0.0,2.3648,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,5.873327880625406,19.0,1.0,1.1442162603861128,0.000132,0.000841,52034.387677876264,16241.431387004399,0.283642,0.606923,2.0,10.0,0.507235,0.728507,,,,,,,,,,
ASML,LONG,0.3894816415080934,3.8948164150809337,0.0,2.3369,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,17187856.816950645,5.0,1.0,2.97945095353053,0.00019,0.00019,114929.91236635046,25716.12782777156,0.958243,0.227217,1.0,1.0,1e-06,0.0,,,,,,,,,,
CVS,LONG,0.38838894659327544,3.8838894659327545,0.0,2.3303,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,301549.4658809139,6.0,1.0,1.7238155694229268e-05,0.000825,0.000122,0.020393718471404445,2366.113734340101,0.788859,0.507646,1.0,0.0,0.384756,0.429907,0.0,0.16,0.0,0.0,0.0,0.0,,,,
BABA,LONG,0.38635789794040226,3.8635789794040227,0.0,2.3181,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.5120533838150454,6.0,1.0,0.8342581521695306,0.000327,0.000105,7706.344030348299,18474.722746928062,0.875946,2.10097,3.0,0.0,0.522304,0.260552,0.0,0.0,0.0,0.0,0.0,0.0,,,,
XLK,LONG,0.384850671073885,3.84850671073885,0.0,2.3091,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,14.92236901282042,10.0,1.0,0.28503119723949133,0.000141,0.000206,13759.570296010992,48273.90976591874,1.135914,9.973088,2.0,3.0,0.559312,0.408091,,,,,,,,,,
GLXY,LONG,0.38262812980059946,3.826281298005995,0.0,2.2958,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,27.760265475136556,5.0,0.7,2.0977216513711414,0.001539,0.001123,0.6513440190936747,0.46575103422415526,0.594733,0.541756,0.0,0.0,0.510632,0.077731,,,,,,,,,,
LRCX,LONG,0.37052612836759014,3.7052612836759016,0.0,2.2232,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,26.159275279919147,12.0,1.0,0.10435223272332662,0.000364,0.000363,5878.631653561017,56334.507658760645,0.137301,0.830124,2.0,1.0,0.482415,0.440237,,,,,,,,,,
AMD,LONG,0.36157207064246794,3.6157207064246792,0.0,2.1694,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,5.289135822042263,12.0,1.0,0.794571215296,6.7e-05,0.000217,15186.662884732958,26758.240959818435,0.1423,3.654151,2.0,0.0,0.539595,0.514162,,,,,,,,,,
HIMS,LONG,0.3591569917669306,3.591569917669306,0.0,2.1549,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.25990505542668285,2.0,1.0,99.0,0.000333,0.0,164699.20013970957,0.0,1.754022,,0.0,0.0,0.206289,0.0,0.0,0.91,0.0,0.0,0.0,0.0,,,,
APP,LONG,0.35848764285714285,3.5848764285714285,0.0,2.1509,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,40.994836795481326,7.0,1.0,0.028348499891016274,6.4e-05,0.00011,0.022967285277124175,1.0802351854205203,2.09195,15.740268,1.0,0.0,0.526589,0.386236,,,,,,,,,,
ENPH,LONG,0.35713956804085517,3.5713956804085516,0.0,2.1428,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,48326582.988144554,3.0,1.0,99.0,0.000394,0.000629,70054.6202937193,0.004145596213579181,0.266836,8.473733,0.0,1.0,0.0,0.349674,,,,,,,,,,
ZETA,LONG,0.3552270753112388,3.552270753112388,0.0,2.1314,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,18.053164884380585,2.0,1.0,18.053164884380585,0.000304,0.00023,33793.89408236474,1871.9096789285338,1.012605,67.103448,1.0,0.0,0.0,0.0,,,,,,,,,,
CEG,LONG,0.3549262333516663,3.549262333516663,0.0,2.1296,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,117109.91171391749,6.0,1.0,99.0,0.000599,8.8e-05,303.47605660607496,0.006688917964992288,0.412991,0.083333,2.0,0.0,1.9e-05,0.0,0.0,0.73,0.0,0.0,0.0,0.0,,,,
RCL,LONG,0.33486262725293225,3.3486262725293225,0.0,2.0092,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,433260.66992729506,5.0,1.0,99.0,0.000215,0.000153,15631.99552127428,0.05411982879924504,1.279724,1.152297,0.0,0.0,6e-05,0.027465,,,,,,,,,,
CF,LONG,0.3319879330698253,3.319879330698253,6.38,4.7139,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.7,NEUTRAL,retest_and_confirm,,,130.0,110.0,2.13,13.58,75172.0,49413.0,0.657,59951.0,32372.0,32262.0,24.814953940065987,2.0,1.0,49.629907880131974,0.000169,5.2e-05,119650.0301144513,2410.8452992384064,0.169827,0.219789,0.0,0.0,0.0,0.0,2.62,0.27,0.37,1.4,1.48,0.24,,,,
GOOG,SHORT,0.7504250084890332,7.504250084890332,8.1,7.9021,poor_rr (1.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,8.6,NEGATIVE,structural_breakdown,-60153923.4,292.3,320.0,250.0,9.48,14.47,884085.0,642914.0,0.727,394334.0,436536.0,696129.0,6.5709107303750764,16.0,1.0,0.4128050106088511,0.00017,0.000521,144468.0593960243,159075.83008406826,0.09691,1.760051,4.0,8.0,0.60093,0.753408,2.06,0.57,1.0,2.0,1.95,0.51,292.29,305.18,275.67,1.29
TEAM,SHORT,0.6357496628828107,6.357496628828106,8.4,7.1987,poor_rr (1.3:1),"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,7.5,NEUTRAL,structural_breakdown,,,120.0,55.0,75.7,19.47,81749.0,57044.0,0.698,35010.0,48108.0,55675.0,4.2247673046163055,5.0,1.0,0.41173585563384674,0.000339,0.001021,36162.88132920876,58553.52946051268,1.707451,7.000857,0.0,1.0,0.109617,0.568743,2.23,0.56,1.0,2.0,1.79,0.82,68.3,76.5,57.68,1.3
COP,SHORT,0.6210178981680842,6.2101789816808415,0.0,3.7261,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,73.52322234906293,12.0,1.0,0.03629650396767177,0.000291,0.000592,2403.7116815648556,33112.165343882305,17.182906,4.491227,0.0,2.0,0.000527,0.059608,0.0,0.0,0.0,0.0,0.0,0.0,,,,
IBIT,SHORT,0.6189388524434443,6.189388524434443,0.0,3.7136,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,7.4722387645679005,21.0,1.0,2.5624146668510095,0.000375,0.000451,35177.55597066686,12480.258074806481,0.254049,7.866961,2.0,1.0,0.714243,0.674272,,,,,,,,,,
CRM,SHORT,0.6187530413092694,6.187530413092695,7.7,6.4838,"wall_proximity (1.9%, 0.4 ATR to put wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,5.4,NEGATIVE,structural_breakdown,-41991960.54,,220.0,180.0,19.9,1.9,372603.0,320641.0,0.861,159571.0,204209.0,329464.0,5.873327880625406,19.0,1.0,1.1442162603861128,0.000132,0.000841,52034.387677876264,16241.431387004399,0.283642,0.606923,2.0,10.0,0.507235,0.728507,1.62,0.65,1.0,2.0,1.96,0.47,,,,
PDD,SHORT,0.6007063810646238,6.007063810646239,0.0,3.6042,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,963452.6659049597,25.0,1.0,99.0,0.003217,0.002593,250236.53294414352,0.5726175729206685,3.098858,0.465043,4.0,4.0,0.036301,0.82405,,,,,,,,,,
ADBE,SHORT,0.5943543495316947,5.9435434953169475,0.0,3.5661,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,29330.004220490995,20.0,1.0,0.18489759517274829,0.000443,0.001224,13874.187953502158,50024.7643947257,0.248709,0.277696,1.0,1.0,0.386043,0.692297,0.0,0.0,0.0,0.0,0.0,0.0,,,,
HUT,SHORT,0.5922398427955428,5.922398427955428,3.39,5.1782,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",6.0,NEUTRAL,ema_rally,,,100.0,35.0,92.38,32.67,122145.0,69401.0,0.568,79264.0,28924.0,83358.0,77749.8788244979,5.0,1.0,2.2687298732390855e-06,0.000316,0.002552,0.061335226612816464,6758.7626160676,,15.753342,0.0,0.0,0.0,0.246487,0.0,0.9,0.48,1.2,0.43,0.37,,,,
FIVE,SHORT,0.5845755803599086,5.845755803599086,0.0,3.5075,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,252.14152012586132,4.0,1.0,0.05476699749752482,0.000602,0.004453,0.017691751914832566,0.3230367323976842,1385.867198,875.48672,0.0,0.0,0.017723,0.002442,0.0,0.48,0.0,0.0,0.0,0.0,,,,
RBLX,SHORT,0.5835700850569479,5.835700850569479,0.0,3.5014,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,15062.901286549182,13.0,1.0,99.0,0.003385,0.004099,1803.3456770463958,0.19240688867069067,12.345711,0.920707,1.0,0.0,0.488153,0.812829,,,,,,,,,,
GLNG,SHORT,0.581683621299131,5.81683621299131,0.0,3.4901,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,7399.699624139585,13.0,1.0,99.0,0.003246,0.002122,14353.529717005897,0.7862918221443466,16.678867,0.874732,2.0,4.0,0.000102,0.827428,,,,,,,,,,
XLK,SHORT,0.5678655738052169,5.678655738052169,0.0,3.4072,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,14.92236901282042,10.0,1.0,0.28503119723949133,0.000141,0.000206,13759.570296010992,48273.90976591874,1.135914,9.973088,2.0,3.0,0.559312,0.408091,,,,,,,,,,
LUNR,SHORT,0.5554444577820264,5.554444577820265,5.21,5.5402,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, room_to_target",trend_aligned,6.0,NEUTRAL,resistance_ema_confluence,,,20.0,12.0,14.22,31.47,161492.0,72242.0,0.447,86803.0,57530.0,89401.0,4.348542992544272,2.0,1.0,0.0,0.0,0.000955,0.0,19763.1522075338,,88.405324,0.0,1.0,0.0,0.315033,0.0,0.85,0.27,1.6,1.49,1.0,,,,
WFC,SHORT,0.5547135826544192,5.547135826544192,0.0,3.3283,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,170115.4185544768,15.0,1.0,0.000248645134185532,0.001457,0.000261,2.780307469039654,12779.233588219251,0.155196,12.626428,2.0,3.0,0.502718,0.428618,,,,,,,,,,
NUGT,SHORT,0.551857224896421,5.51857224896421,0.0,3.3111,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,7.239139901144066,2.0,1.0,0.0,0.0,0.001886,0.0,10803.460085514442,,15.833333,0.0,0.0,0.0,0.064607,0.0,0.0,0.0,0.0,0.0,0.0,,,,
FAS,SHORT,0.5187376807726293,5.1873768077262925,5.43,5.4627,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",6.2,NEUTRAL,ema_rally,,,167.91,80.0,40.63,33.0,33010.0,20712.0,0.627,21941.0,4548.0,27233.0,21677.414888573,2.0,1.0,0.0,0.0,0.001284,0.0,6983.264685850685,,91.0,0.0,1.0,0.0,2.3e-05,2.54,0.62,0.1,1.2,0.69,0.29,,,,
VG,SHORT,0.5182546969778752,5.182546969778752,0.0,3.1095,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,8.725886394082709,7.0,1.0,0.0,0.0,0.001398,0.0,29288.718962003648,,0.591347,0.0,0.0,0.0,0.456486,0.0,0.0,0.0,0.0,0.0,0.0,,,,
AMD,SHORT,0.516674639360234,5.16674639360234,4.94,5.2654,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.0,NEGATIVE,ema_rally,-83029806.67,203.3,220.0,200.0,8.2,1.64,1358154.0,1597928.0,1.177,735479.0,773330.0,1447273.0,5.289135822042263,12.0,1.0,0.794571215296,6.7e-05,0.000217,15186.662884732958,26758.240959818435,0.1423,3.654151,2.0,0.0,0.539595,0.514162,1.5,0.93,0.33,1.2,0.71,0.26,,,,
CRCL,SHORT,0.5038819286537471,5.038819286537471,0.0,3.0233,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.5925099533529813,8.0,1.0,0.2924852373535687,7.7e-05,0.00027,106700.31293261697,121601.93553476462,0.141978,3.779882,0.0,1.0,0.494737,0.405,0.0,0.63,0.0,0.0,0.0,0.0,,,,
DOCU,SHORT,0.4962877675410508,4.962877675410508,5.87,5.8424,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,8.0,NEUTRAL,retest_and_confirm,,,110.0,30.0,136.49,35.5,53700.0,54531.0,1.015,22293.0,29365.0,56573.0,18472588.406899977,2.0,1.0,0.0,0.0,0.000444,0.0,32184.96118929885,,106.187192,0.0,0.0,0.0,0.0,1.69,0.8,0.03,1.4,1.58,0.37,,,,
YPF,SHORT,0.4932828643523921,4.932828643523921,0.0,2.9597,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,79624.67741605004,5.0,1.0,2.360403984787681e-05,0.012899,0.001588,1.199785080877345,12707.412466358655,,1.470143,0.0,1.0,0.0,2e-06,,,,,,,,,,
MSFT,SHORT,0.48532256606088,4.8532256606088,0.0,2.9119,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,2.2678378494579228,18.0,1.0,1.081132611141741,9.1e-05,0.000112,111198.90102675463,82283.2647027986,0.708127,0.455498,3.0,4.0,0.67506,0.781351,,,,,,,,,,
MRVL,SHORT,0.4761319910647303,4.761319910647303,0.0,2.8568,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,23.456988422219236,6.0,1.0,0.04557745282324042,2.6e-05,0.000349,5072.454086362974,22258.611537749104,0.087625,2.087226,0.0,1.0,0.0,0.266898,0.0,0.4,0.0,0.0,0.0,0.0,,,,
