ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train,bearish_vol_oi,entry_price,stop_price,target_1,rr_ratio
CBRS,LONG,0.46549646774191217,4.654964677419121,4.7,4.7375,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.0,NEUTRAL,retest_and_confirm,,,370.0,115.0,73.22,46.16,117846.0,87243.0,0.74,139653.0,25800.0,39636.0,97.7,1.224,0.0,0.8,1.0,1.4,1.26,0.24,False,default,2.5,False,1,1.0,99.0,5.7e-05,0.0,1066967.983961125,0.0,3.034884,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.4e-05,0.0,0.434484,0.0,0.0,0.0,1.0,0.46549646774191217,0.46549646774191217,n/a,2026-07-23,2026-07-23,False,,,,,
STM,LONG,0.45312773679863655,4.531277367986365,2.13,4.2446,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.7,NEGATIVE,unknown,-1582241.23,,80.0,50.0,47.38,7.89,165506.0,134461.0,0.812,93543.0,47929.0,158495.0,85.7,0.778,0.0,0.0,1.0,0.0,0.13,1.0,True,default,2.5,False,2,0.7,99.0,4.9e-05,0.0,1322971.2961366698,0.0,2.72879,0,0,0.357055,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,2.8e-05,0.0,0.607727,0.0,0.0,0.0,1.0,0.45312773679863655,0.45312773679863655,n/a,2026-07-23,2026-07-23,False,,,,,
RVMD,LONG,0.4366250955691602,4.366250955691601,0.0,2.6198,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,3,1.0,0.4221376175608511,4e-05,7.6e-05,6.408481465277988e-24,3.036204876649831e-23,1.095918,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.459972,0.336047,0.0,0.0,,,,,,,False,7.432392,,,,
CAT,LONG,0.4172422471888199,4.172422471888199,5.21,4.3092,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",3.3,POSITIVE,retest_and_confirm,12705951.62,904.85,1000.0,600.0,10.42,33.75,128349.0,138890.0,1.082,106635.0,57297.0,103307.0,98.3,0.53,0.0,0.83,1.0,1.4,1.9,0.08,False,default,2.5,False,7,1.0,99.0,2.8e-05,6e-06,2967.738655449419,0.14561895361546684,45.359608,1,0,0.494776,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490766,0.15189,0.0,0.0,1.0,0.4172422471888199,0.4172422471888199,n/a,2026-07-23,2026-07-23,False,14.961538,,,,
IBM,LONG,0.3740849350997153,3.740849350997153,3.72,4.3264,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, room_to_target","not_extended, trend_aligned",6.7,NEGATIVE,bounce_and_fail,-28148744.98,,300.0,200.0,44.66,3.56,482553.0,344614.0,0.714,369243.0,156027.0,301897.0,72.7,0.441,0.0,0.0,1.0,1.0,0.91,0.81,True,default,2.5,False,7,1.0,99.0,4.9e-05,1.5e-05,1795.4686686484106,0.004701011283876871,133.733538,1,0,1.6e-05,0.423482,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.384863,0.499282,0.0,0.0,1.0,0.3740849350997153,0.3740849350997153,n/a,2026-07-23,2026-07-23,False,2.264955,,,,
SOXX,LONG,0.37337798726845506,3.7337798726845506,4.88,4.4709,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.7,NEGATIVE,ema_pullback,-13996593.53,,670.0,490.0,22.2,10.63,163131.0,280429.0,1.719,203036.0,96685.0,143839.0,99.0,0.653,0.0,0.82,1.0,1.2,1.59,0.27,False,default,2.5,False,2,1.0,99.0,2.9e-05,0.0,668472.1089051936,0.0,2.616667,1,0,0.455429,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.4e-05,0.0,0.516815,0.0,0.0,0.0,1.0,0.37337798726845506,0.37337798726845506,n/a,2026-07-23,2026-07-23,False,,,,,
GLW,LONG,0.3694337276375484,3.694337276375484,0.0,2.2166,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,2.2829987374664527e-05,3.2e-05,3.4e-05,0.0076511388492709505,502.70322473514153,4.490272,3,1,0.392203,0.448785,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.032322,0.141037,0.0,0.0,,,,,,,False,1.863784,,,,
MPC,LONG,0.3432260747896178,3.432260747896178,6.22,4.8421,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.3,NEUTRAL,trend_continuation,,,340.0,160.0,8.04,49.16,39643.0,24881.0,0.628,13063.0,19744.0,31717.0,99.4,0.46,2.91,0.48,0.36,1.4,0.79,0.28,False,sustained_trend,5.0,False,2,1.0,99.0,1e-05,0.0,2.372603566336205e-13,0.0,1.554367,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.490266,0.0,0.0,0.0,1.0,0.3432260747896178,0.3432260747896178,n/a,2026-07-23,2026-07-23,False,,,,,
EWZ,LONG,0.3420780052375691,3.420780052375691,6.26,4.9484,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,6.8,POSITIVE,ema_pullback,150976240.18,36.2,45.0,30.0,24.33,17.12,3231076.0,1332202.0,0.412,1006557.0,1108160.0,2448561.0,33.1,0.28,1.66,0.5,1.0,1.2,1.46,0.45,False,default,2.5,False,1,1.0,99.0,0.000191,0.0,4.358949351986376e-27,0.0,1.499636,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.389718,0.0,0.0,0.0,1.0,0.3420780052375691,0.3420780052375691,n/a,2026-07-23,2026-07-23,False,,,,,
CLF,LONG,0.3412015756619223,3.4120157566192226,5.87,4.547,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.4,POSITIVE,flag_breakout,5539785.87,,12.0,8.0,7.87,28.09,548820.0,206574.0,0.376,270147.0,166216.0,319031.0,24.8,0.629,0.0,0.42,1.0,1.6,1.85,1.0,False,consolidation_break,3.0,False,1,1.0,99.0,0.000141,0.0,3.651073801682437e-27,0.0,3.225101,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.239306,0.0,0.0,0.0,1.0,0.3412015756619223,0.3412015756619223,n/a,2026-07-23,2026-07-23,False,,,,,
KORU,LONG,0.33064922407060954,3.3064922407060955,0.0,1.9839,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,1.1982171362394718,0.000879,0.000954,3967.3317181732227,2207.352684352599,7.800127,1,2,0.38531,0.408256,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.009363,0.014782,0.0,0.0,,,,,,,False,9.420738,,,,
SPCX,LONG,0.32927092923446777,3.2927092923446777,3.37,3.8774,price_validation_failed,"confirmation_volume, hammer_at_support, not_extended, room_to_target","momentum_aligned, trend_aligned",6.1,NEGATIVE,unknown,-115035502.08,,330.0,100.0,189.14,12.38,1845169.0,1720057.0,0.932,1867596.0,773294.0,924336.0,98.8,1.075,0.0,0.22,1.0,1.2,0.34,0.61,False,default,2.5,False,4,1.0,17.304315427694345,3e-06,0.0,98322.59406848176,17045.908775643908,5.939274,1,0,0.542086,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.554408,0.37235,0.0,0.0,1.0,0.32927092923446777,0.32927092923446777,n/a,2026-07-23,2026-07-23,False,7.62069,,,,
UCO,LONG,0.3235484384234426,3.235484384234426,7.41,5.0007,poor_rr (0.9:1),"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.8,NEUTRAL,flag_breakout,,,50.0,35.0,11.06,22.26,51854.0,32937.0,0.635,26690.0,23267.0,34834.0,84.0,1.093,1.9,0.04,1.0,1.6,1.94,0.92,False,consolidation_break,3.0,False,2,1.0,99.0,0.0,0.0,3.201942246321822e-07,0.0,6.689534,1,0,0.0,0.0,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,0.0,0.0,0.638125,0.0,0.0,0.0,1.0,0.3235484384234426,0.3235484384234426,n/a,2026-07-23,2026-07-23,False,,45.02,39.62,50.0,0.92
