ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
DELL,LONG,0.8774893590130675,8.774893590130674,0.0,5.2649,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,68.49179539911174,23.0,1.0,99.0,0.002687,0.00014,90464.58808818005,2735.8994520609585,9.811602,8.185694,6.0,0.0,0.539546,0.618741
OXY,LONG,0.8121668174675633,8.121668174675632,0.0,4.873,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,694.8381614813137,27.0,1.0,5.084708017688003,0.002504,0.000442,52251.83696138104,24406.143352102823,5.626327,11.353,3.0,1.0,0.535907,0.601279
ONON,LONG,0.7623755532827723,7.6237555328277224,0.0,4.5743,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.9241423942509743,6.0,1.0,10.944991146274305,0.004805,0.000163,60871.11056745516,27807.747742297535,714.603357,3.291339,1.0,1.0,0.396962,0.0
HII,LONG,0.7540183262035686,7.5401832620356855,0.0,4.5241,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.4055713548497297,14.0,1.0,0.6900285898888103,0.00333,0.004783,74582.96868889335,81065.08532593354,2.655894,2.789836,0.0,5.0,0.782224,0.307588
GDX,LONG,0.6990345712080887,6.990345712080886,0.0,4.1942,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.03,0.0,0.0,0.0,0.0,4.7467974658205785,11.0,1.0,1.9192245868485267,0.000578,0.000262,119168.12082023127,108660.6605941027,6.488787,0.420135,2.0,0.0,0.671924,0.524098
XOP,LONG,0.6662026359140346,6.662026359140346,0.0,3.9972,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,244.75166407176613,6.0,1.0,99.0,0.000736,0.0,57676.45969026478,0.0,8.795099,,3.0,0.0,0.410694,0.0
CTRA,LONG,0.6506723907561653,6.506723907561653,0.0,3.904,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56.641971419652364,2.0,1.0,99.0,0.006972,0.0,20483.650131580947,0.0,134.233264,,0.0,0.0,0.017348,0.0
IBIT,LONG,0.63855349741855,6.3855349741855,0.0,3.8313,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.61,0.0,0.0,0.0,0.0,7.553913915047917,19.0,1.0,20.692250020033075,0.000639,0.000173,76309.46815018843,10325.919637239433,0.465185,0.171179,8.0,1.0,0.475847,0.350656
UVIX,LONG,0.6273316771454329,6.273316771454329,6.3,5.8667,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",4.2,POSITIVE,retest_and_confirm,823891.2,9.32,10.0,5.0,7.41,46.29,188737.0,100413.0,0.532,170899.0,64249.0,54002.0,,,2.54,0.39,0.0,1.4,1.84,0.13,907.9150069874213,4.0,1.0,99.0,0.001903,8.7e-05,195636.9421022049,106.15845212481877,1.853419,0.408163,1.0,0.0,0.013233,0.0
CRWD,LONG,0.6270752585395237,6.270752585395237,0.0,3.7625,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.44,0.0,0.0,0.0,0.0,334.6773485151874,8.0,1.0,99.0,0.001376,0.0,187865.31166722736,0.0,0.503807,,2.0,0.0,0.474773,0.0
ARM,LONG,0.6136540506112862,6.136540506112862,0.0,3.6819,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.844918411146106,23.0,1.0,4.444834186744239,0.001687,0.00079,17923.461488553665,3696.389788136376,2.529205,12.202393,0.0,8.0,0.393955,0.844611
BE,LONG,0.6124917898172572,6.124917898172572,0.0,3.675,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.34,0.0,0.0,0.0,0.0,4.165754307361307,9.0,1.0,4.698424724168573,0.001383,0.000377,284551.9196566782,121126.52063699164,0.767703,0.147873,1.0,0.0,0.556518,0.14577
PDD,LONG,0.6083992446472148,6.083992446472148,0.0,3.6504,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.93,0.0,0.0,0.0,0.0,5.597306705074432,15.0,1.0,0.42197101805597764,0.003394,0.002063,4663.650158275352,12630.928824748768,1.553771,1.408632,2.0,5.0,0.464464,0.275178
GSAT,LONG,0.6053848233372565,6.053848233372565,5.65,5.7619,price_validation_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence, trend_aligned",momentum_aligned,5.2,NEUTRAL,support_ema_confluence,,,105.0,28.0,72.83,53.91,33056.0,18582.0,0.562,27210.0,7474.0,16954.0,,,1.56,0.97,0.34,1.6,0.45,0.73,1.388538189923981,3.0,1.0,2.591515192189883,0.003142,0.001041,43884.26997008607,33867.654029072444,9.146341,12.979381,0.0,0.0,0.499442,0.0
ADMA,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.012589,0.0,449122.8832692012,0.0,2001.2,,0.0,0.0,0.0,0.0
MOD,LONG,0.5988627280678658,5.988627280678658,5.75,5.7793,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.3,NEUTRAL,support_ema_confluence,,,300.0,155.0,39.78,27.78,14264.0,6705.0,0.47,9951.0,6112.0,4906.0,,,1.86,0.79,0.36,1.6,1.11,0.02,1.046830243191104,5.0,1.0,23.64697216645418,0.003641,0.000153,15121.494041772145,2557.8740373744154,5.10628,4.859903,0.0,0.0,0.693927,0.0
AA,LONG,0.589253669239906,5.89253669239906,0.0,3.5355,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.63,0.0,0.0,0.0,0.0,7.89618822300835,5.0,0.7,99.0,0.002048,0.0,0.0029855306856413177,0.0,13.485066,,1.0,0.0,0.542359,0.0
VRT,LONG,0.5791269087220912,5.791269087220911,4.51,5.1486,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.5,NEGATIVE,ema_pullback,-3979524.58,254.41,260.0,190.0,2.17,25.34,197868.0,214479.0,1.084,169668.0,88865.0,153814.0,,,1.84,0.89,0.37,1.2,0.22,0.0,1872.1759758146811,10.0,1.0,99.0,0.000432,0.000232,49976.51556532289,87.92908725262669,369.001191,5.027447,0.0,0.0,0.093745,0.347327
UNH,LONG,0.5741408457113504,5.741408457113504,0.0,3.4448,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.25,0.0,0.0,0.0,0.0,10.806288830473207,20.0,1.0,0.6572751984295625,0.000563,0.000309,20066.7955440706,37314.78610687501,1.541323,0.172898,2.0,5.0,0.62706,0.442935
IREN,LONG,0.5591363291133626,5.591363291133627,0.0,3.3548,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.9173620554483133,7.0,1.0,0.314941983792999,0.00022,0.00069,84780.2210300318,201894.8537973149,12.646506,36.590974,2.0,0.0,0.51539,0.301306
QBTS,LONG,0.5520117701526229,5.520117701526229,0.0,3.3121,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,350.32463543394334,5.0,1.0,99.0,0.000494,0.000414,39235.39198455131,167.99585876661592,3.367118,4.073161,0.0,0.0,0.485679,0.365993
SNDK,LONG,0.5476140372849635,5.476140372849635,4.18,5.2121,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",6.1,NEGATIVE,ema_pullback,-33550305.22,,1080.0,250.0,77.22,58.98,245025.0,213460.0,0.871,207011.0,75931.0,175543.0,,,1.75,0.54,0.31,1.2,0.06,0.32,3.200297068479398,8.0,1.0,5.447721581752179,0.000146,3.1e-05,579085.0688427029,63779.14805144452,2.867953,0.206561,0.0,0.0,0.560465,0.650502
GEV,LONG,0.5407124807092969,5.407124807092969,0.0,3.2443,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,8.826772285384484,22.0,1.0,0.289575666668004,0.000531,0.000936,14388.441413810206,34399.39821504352,1.594438,1.558394,2.0,3.0,0.543938,0.652966
KOD,LONG,0.5346693126521733,5.346693126521734,0.0,3.208,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.005129,0.0,40114.40476168552,0.0,5.578947,,0.0,0.0,0.0,0.0
LRCX,LONG,0.5043418233112502,5.043418233112503,0.0,3.0261,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,415.93476298602565,8.0,1.0,67.30135140873908,0.000201,0.000295,86934.13332884615,775.0287164446842,46.33223,0.548263,0.0,2.0,0.005682,0.580288
RKT,LONG,0.5021798275112875,5.021798275112875,0.0,3.0131,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,16.098988566002273,6.0,1.0,0.16166650270667887,0.001057,0.000773,352.38496626076693,4359.40606570948,2.110546,0.640287,1.0,2.0,0.625762,0.068722
AAPL,LONG,0.4990264641166973,4.9902646411669735,0.0,2.9942,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.84,0.0,0.0,0.0,0.0,1.1855973504939719,20.0,1.0,2.1297186656913762,0.000297,0.000114,123188.24851723544,173527.49520638376,0.628422,0.15846,3.0,0.0,0.789181,0.295948
RGTI,LONG,0.494562661242128,4.94562661242128,0.0,2.9674,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,20579.758352165987,3.0,1.0,0.31043081299123765,0.000329,0.000589,35605.788303321,229395.96723812353,3.525551,0.242855,1.0,0.0,0.000103,0.0
RIOT,LONG,0.49269120765452923,4.9269120765452925,0.0,2.9561,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.65,0.0,0.0,0.0,0.0,30.755140403195597,6.0,1.0,0.06223658738882882,0.001065,0.000538,165.14314562427467,2653.4736648159646,4.265633,1.22953,0.0,0.0,0.04488,0.593899
YPF,LONG,0.483272586128658,4.83272586128658,0.0,2.8996,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,87.8681854333029,4.0,0.7,99.0,0.000532,0.001015,41333.016336573935,113.2374235845828,27.272727,3.19022,0.0,0.0,0.0,0.590945
PYPL,LONG,0.47502300348902055,4.750230034890206,0.0,2.8501,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.8137749957761087,6.0,1.0,0.48173640240619187,0.000194,0.000388,55023.62700032155,57109.683558775956,73.241613,27.622897,1.0,2.0,0.01704,0.671957
PONY,LONG,0.47055334055423137,4.7055334055423135,0.0,2.8233,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.5358406650045,2.0,1.0,99.0,0.004736,0.0,5771.391455104917,0.0,0.716494,,1.0,0.0,0.020603,0.0
LQD,LONG,0.45674752151360304,4.567475215136031,0.0,2.7405,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4456.425769303156,3.0,1.0,5.016043540275419,1.9e-05,0.000136,112900.45109789667,11253.934519445736,11.280899,0.074538,0.0,0.0,0.0,0.002475
WULF,LONG,0.456319595704519,4.56319595704519,4.32,4.3976,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",4.1,POSITIVE,ema_pullback,4831904.54,15.21,20.0,11.0,31.06,27.92,1160081.0,623082.0,0.537,633097.0,555046.0,595020.0,,,1.53,0.89,0.0,1.2,0.47,0.23,35.68512431768948,5.0,1.0,2.5979833957540857,0.000896,0.000224,80964.22015852337,46746.384305714266,0.318737,0.508196,1.0,0.0,0.021165,0.381363
ADBE,LONG,0.4303418881509229,4.303418881509229,0.0,2.5821,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,196.8298600707454,12.0,1.0,12.053963347264835,0.000346,0.000479,34405.00679460285,2854.248499304562,0.4633,0.402998,1.0,2.0,0.531775,0.090595
LITE,LONG,0.4290099291624131,4.290099291624131,0.0,2.5741,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,35.132246463588885,13.0,1.0,0.45168885150068,0.000133,0.000153,27238.34159430032,135682.49112981142,0.64547,5.339286,1.0,1.0,0.665575,0.231639
BABA,LONG,0.4232057854701641,4.23205785470164,0.0,2.5392,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.07,0.0,0.0,0.0,0.0,9.18786837421043,13.0,1.0,1.2857032142179339,0.000579,0.000312,21655.525686222143,14437.141444738301,0.27542,0.776672,1.0,1.0,0.241201,0.539396
CRWV,LONG,0.4128734070058796,4.128734070058796,0.0,2.4772,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.85,0.0,0.0,0.0,0.0,0.5872411261889667,3.0,1.0,99.0,0.001105,0.0,593810.2798415152,0.0,0.54742,,0.0,0.0,0.369976,0.0
IWM,LONG,0.41237769163449367,4.123776916344937,0.0,2.4743,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.0551720487546274,19.0,1.0,0.8280396316638795,0.000116,0.000111,93180.95739038834,192912.00322963556,0.099737,0.100015,2.0,0.0,0.754799,0.763742
NBIS,LONG,0.40276922251953373,4.027692225195337,0.0,2.4166,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.0414623110456063,9.0,1.0,1.1852694644369606,0.000364,0.000257,119718.55840070467,80804.28087806999,0.451364,0.27222,0.0,0.0,0.522963,0.551762
UPRO,LONG,0.4022370418406356,4.022370418406355,0.0,2.4134,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1038.6843419660008,6.0,1.0,0.0006089758311279891,0.000163,0.000388,5.596299460697945,4594.845291587413,72.9,20.05822,1.0,2.0,0.45372,0.110526
ORCL,LONG,0.3943811250510856,3.943811250510856,0.0,2.3663,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.4,0.0,0.0,0.0,0.0,15.594347422908875,6.0,1.0,4.277892003346276,0.000226,4.6e-05,234044.5848026148,54710.260244891455,0.309719,0.392428,0.0,1.0,0.007007,0.311686
IONQ,LONG,0.39173481926584386,3.9173481926584386,0.0,2.3504,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.26,0.0,0.0,0.0,0.0,3.2406493572797483,2.0,1.0,3.2406493572797483,0.000345,0.000142,241712.5995896956,74587.70540747208,0.339929,0.16517,0.0,0.0,0.0,0.0
