ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,extended,extension_cap,extension_cap_atr,extension_soft_promoted,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,watchlist_streak_days,watchlist_max_flow_score,watchlist_mean_flow_score_5d,watchlist_flow_trend,watchlist_first_seen,watchlist_last_seen,freight_train
PWR,LONG,0.6260134403920956,6.260134403920956,5.1,5.5401,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.4,NEUTRAL,retest_and_confirm,,,700.0,540.0,7.07,17.41,13581.0,18798.0,1.384,14954.0,5253.0,12172.0,92.7,0.554,0.0,0.88,1.0,1.4,1.79,0.03,False,default,2.5,False,17,1.0,6.154042894530077e-09,6.7e-05,3.3e-05,0.00011404793765016728,44477.27372906171,42.459607,38.328761,0,1,0.001301,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,1e-06,0.556559,0.318229,0.0,0.0,1.0,0.6260134403920956,0.6260134403920956,n/a,2026-07-23,2026-07-23,False
EXE,LONG,0.5531830405210427,5.531830405210427,4.73,5.2049,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.1,NEUTRAL,trend_continuation,,,95.0,80.0,3.56,12.79,101946.0,110242.0,1.081,58332.0,101289.0,52567.0,63.9,0.349,0.0,0.67,1.0,1.4,1.35,0.32,False,consolidation_break,3.0,False,4,1.0,99.0,0.000313,0.0,2.282018302694061e-16,0.0,80.547286,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.17593,0.0,0.0,0.0,1.0,0.5531830405210427,0.5531830405210427,n/a,2026-07-23,2026-07-23,False
BNO,LONG,0.5448626542425036,5.4486265424250355,6.91,5.9573,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.8,POSITIVE,trend_continuation,12026850.21,,60.0,50.0,12.25,6.45,300159.0,24043.0,0.08,100520.0,115041.0,108641.0,66.4,0.735,2.09,0.0,1.0,1.4,1.72,0.7,True,consolidation_break,3.0,True,2,1.0,99.0,0.011451,0.002321,1064909.3492070967,0.013463218727418142,5.0187,4.389706,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.002132,0.0,0.431727,0.877685,0.0,0.0,1.0,0.5448626542425036,0.5448626542425036,n/a,2026-07-23,2026-07-23,False
EMN,LONG,0.5065163738543761,5.065163738543761,3.75,4.8976,price_validation_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.2,NEUTRAL,trend_continuation,,,80.0,65.0,17.79,4.3,13148.0,4225.0,0.321,8072.0,3197.0,6104.0,71.5,0.419,0.0,0.81,1.0,1.4,0.34,0.2,False,default,2.5,False,1,1.0,99.0,7.1e-05,0.0,5.852567045836892e-64,0.0,4.118644,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.341436,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-23,2026-07-23,False
CPRI,LONG,0.5065163738543761,5.065163738543761,1.51,4.1456,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.8,NEUTRAL,unknown,,,20.0,15.0,28.7,3.47,44864.0,23261.0,0.518,23337.0,857.0,43931.0,84.1,0.665,0.0,0.1,1.0,0.0,0.21,0.19,False,default,2.5,False,1,1.0,99.0,0.000558,0.0,8.974533794059678e-65,0.0,682.272727,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.332689,0.0,0.0,0.0,1.0,0.5065163738543761,0.5065163738543761,n/a,2026-07-23,2026-07-23,False
THC,LONG,0.4940899282100139,4.940899282100139,0.0,2.9645,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,,,,,2,1.0,99.0,5e-05,0.000195,1446.069059239297,1.9692954285130035e-23,9.287037,280.25,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.252867,0.563689,0.0,0.0,,,,,,,False
MOH,LONG,0.4703537522611036,4.703537522611036,2.67,4.4528,price_validation_failed,"confirmation_volume, ema_pullback, not_extended","momentum_aligned, room_to_target, trend_aligned",6.5,NEUTRAL,ema_pullback,,,250.0,185.0,24.82,7.63,15509.0,16598.0,1.07,9815.0,5994.0,16298.0,49.1,0.499,0.0,0.22,0.0,1.2,0.39,0.86,False,default,2.5,False,1,1.0,99.0,0.000106,0.0,1.337188951167059e-05,0.0,7.495327,,0,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.366181,0.0,0.0,0.0,1.0,0.4703537522611036,0.4703537522611036,n/a,2026-07-23,2026-07-23,False
STM,LONG,0.4652812347780444,4.6528123477804435,2.11,4.2994,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.7,NEGATIVE,unknown,-2184883.44,,80.0,50.0,49.56,6.52,165506.0,134461.0,0.812,93543.0,47929.0,158495.0,84.6,0.774,0.0,0.0,1.0,0.0,0.11,1.0,True,default,2.5,False,3,1.0,99.0,6.1e-05,0.0,487196.1870425721,0.0,2.926649,,0,0,0.357055,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.5e-05,0.0,0.607727,0.0,0.0,0.0,1.0,0.4652812347780444,0.4652812347780444,n/a,2026-07-23,2026-07-23,False
SEZL,LONG,0.4282185781725847,4.282185781725847,5.6,4.9411,price_validation_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target, trend_aligned",momentum_aligned,5.6,NEUTRAL,ema_pullback,,,175.0,55.0,10.06,65.41,24137.0,13179.0,0.546,14303.0,6697.0,16316.0,92.3,1.019,1.99,0.69,0.96,1.2,0.38,0.39,False,default,2.5,False,3,0.7,1.6288136052956124,0.000242,6.3e-05,1.0002058028067018e-31,1.2281402851189656e-31,46.469512,211.0,1,0,0.167401,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,0.0,0.0,0.592313,0.595135,0.0,0.0,1.0,0.4282185781725847,0.4282185781725847,n/a,2026-07-23,2026-07-23,False
CBRS,LONG,0.37108013163234904,3.7108013163234905,4.83,4.3044,price_validation_failed,"confirmation_volume, consolidation_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,5.0,NEUTRAL,unknown,,,370.0,115.0,68.18,47.73,117846.0,87243.0,0.74,139653.0,25800.0,39636.0,99.2,1.25,0.0,0.77,1.0,1.2,1.41,0.44,False,consolidation_break,3.0,False,2,1.0,99.0,8.4e-05,0.0,294690.48242854304,0.0,3.201388,,1,0,0.0,0.0,4,4,1,1,4,4,1,1,4,4,4,4,4,4,4,4,1.3e-05,0.0,0.434484,0.0,0.0,0.0,1.0,0.37108013163234904,0.37108013163234904,n/a,2026-07-23,2026-07-23,False
