ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,entry_price,stop_price,target_1,rr_ratio
DELL,LONG,0.8092405524490967,8.092405524490967,0.0,4.8554,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.3619140354196855,21.0,1.0,39.69554727263899,0.003124,0.000479,70519.06992373447,10658.989448774964,11.686727,0.501765,5.0,1.0,0.737224,0.623535,,,,
ETSY,LONG,0.7768483350343655,7.768483350343654,0.0,4.6611,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.32,0.0,0.0,0.0,0.0,9.779833038164,8.0,1.0,4.883734145254498,0.005283,0.000705,18479.52403362572,26487.246108815183,30.160531,0.519264,3.0,0.0,0.466745,0.0,,,,
GFS,LONG,0.7522748188447697,7.5227481884476965,6.38,7.1754,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,7.5,NEUTRAL,support_ema_confluence,,,55.0,45.0,19.36,2.34,74408.0,18260.0,0.245,65335.0,195.0,27138.0,1.57,0.7,0.58,1.6,1.71,0.22,5.549877728719523,5.0,1.0,99.0,0.004577,0.0,37928.05972290352,0.0,128.15,,1.0,0.0,0.530286,0.0,,,,
PDD,LONG,0.7126430872793657,7.126430872793657,0.0,4.2759,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1033712.575294377,21.0,1.0,99.0,0.002787,0.001887,55997.57888489314,0.12061985611927642,3.683762,0.492595,2.0,4.0,0.053914,0.818408,,,,
XOP,LONG,0.6557364440217288,6.557364440217288,0.0,3.9344,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.034655439000813,7.0,1.0,99.0,0.000774,0.0,24377.276432607665,0.0,12.877517,,2.0,0.0,0.694736,0.0,,,,
MDB,LONG,0.6494130569218245,6.494130569218245,0.0,3.8965,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.24,0.0,0.0,0.0,0.0,65.1575129290962,9.0,1.0,99.0,0.002577,0.0,0.029480430403312705,0.0,5.173328,,1.0,0.0,0.067889,0.0,,,,
IEF,LONG,0.6346024864191484,6.3460248641914845,0.0,3.8076,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.503968532315726,9.0,1.0,99.0,0.001263,0.0,35834.83894370295,0.0,0.524569,,6.0,0.0,0.705342,0.0,,,,
GLNG,LONG,0.6206476273896055,6.2064762738960555,0.0,3.7239,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7399.699624139585,13.0,1.0,99.0,0.00303,0.001981,2627.759392996182,0.14394965991033526,16.678867,0.874732,2.0,4.0,0.000102,0.827428,,,,
AA,LONG,0.589073776407876,5.890737764078759,0.0,3.5344,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.45,0.0,0.0,0.0,0.0,7.896188223008363,5.0,0.7,99.0,0.002043,0.0,0.19992704998257127,0.0,13.485066,,1.0,0.0,0.542359,0.0,,,,
KWEB,LONG,0.5379914777052376,5.379914777052376,0.0,3.2279,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4.852630046019748,10.0,1.0,4.744851771537071,0.001286,0.000364,19829.30155696848,9751.278338586477,0.806285,2.551377,1.0,1.0,0.683277,0.343717,,,,
