ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score
AA,3.510916638728167,0.0,5,0,7.021833277456334,5,102.0,13.485066,13.485066,,5,1,0,1.6067411366719673,0.0,1.6067411366719673,0.0,5,0,7.896188223008368,824919.5,0.0,3.510916638728167,LONG,0.7021833277456334,0.0,0.542359,0.0,99.0,0.7,397921821.79244995,0.002073,0.0,0.5901468981292961,0.15857142857142859
AAL,0.0,93373.13603172355,0,1,93373.13603172355,1,31.0,8.519512,,8.519512,1,0,0,0.0,0.0,0.0,93373.13603172355,0,1,0.0,0.0,117432.0,-93373.13603172355,SHORT,0.0,93373.13603172355,0.0,0.0,0.0,1.0,979922105.9380817,0.0,0.00012,0.05,0.32638239971881483
AAOI,4606.498247166587,0.0,1,0,4606.498247166587,1,53.0,1.506494,1.506494,,1,0,0,0.0,0.0,4606.498247166587,0.0,1,0,0.0,77500.0,0.0,4606.498247166587,LONG,4606.498247166587,0.0,0.0,0.0,99.0,1.0,1261263606.5364838,6.1e-05,0.0,0.11038964,0.05
ABVX,0.0,55393.69488469376,0,3,55393.72092284051,3,118.333333,0.335052,,0.335052,3,0,0,0.0,0.0,0.0,55393.66884654701,0,3,2099804.9414514243,0.0,136895.0,-55393.69488469376,SHORT,0.0,18464.564961564585,0.0,0.0,0.0,0.7,115146452.77328491,0.0,0.001189,0.15857142857142859,0.38218960218154063
ACLS,36604.153513861005,0.0,1,0,36604.153513861005,1,52.0,,,,1,1,0,36604.153513861005,0.0,36604.153513861005,0.0,1,0,0.0,64162.0,0.0,36604.153513861005,LONG,36604.153513861005,0.0,0.0,0.0,99.0,1.0,62628822.698783875,0.001024,0.0,0.2767045292267329,0.05
ADBE,177797.06049749398,385984.94527403644,9,10,741577.5613001662,19,86.789474,0.271859,0.236731,0.303474,19,1,1,24950.029709239207,82660.28149248823,106429.08114121853,118769.2068710677,9,10,141.445770113542,846270.5,1826240.0,-208187.88477654246,SHORT,19755.228944165996,38598.49452740364,0.401401,0.692296,0.460632111885255,1.0,1653290449.32518,0.000512,0.001105,0.46289467377987337,0.5765401322232069
ADMA,0.006511181504027078,0.0,1,0,0.006511181504027078,1,30.0,0.871142,0.871142,,1,0,0,0.0,0.0,0.006511181504027078,0.0,1,0,0.0,119000.0,0.0,0.006511181504027078,LONG,0.006511181504027078,0.0,0.0,0.0,99.0,1.0,59599081.56917572,0.001997,0.0,0.2536654770507559,0.05
AEIS,0.0,0.002273402623465659,0,1,0.002273402623465659,1,30.0,1.525,,1.525,1,0,0,0.0,0.0,0.0,0.002273402623465659,0,1,0.0,0.0,54730.0,-0.002273402623465659,SHORT,0.0,0.002273402623465659,0.0,0.0,0.0,1.0,216104833.20007324,0.0,0.000253,0.05,0.15535667632468808
ALGN,2099.3721274718937,61344.02419893683,1,1,63443.39632640872,2,42.0,40.333333,40.333333,,2,1,1,2099.3721274718937,61344.02419893683,2099.3721274718937,61344.02419893683,1,1,29.22017654526477,65319.0,79600.0,-59244.65207146494,SHORT,2099.3721274718937,61344.02419893683,0.0,0.0,0.034222928066533306,1.0,266448378.69918823,0.000245,0.000299,0.38458715518817194,0.34775406001632186
AMD,426120.2021935706,26689.987804499113,8,1,874149.6911806245,9,60.666667,0.113471,0.121866,0.046313,9,1,0,6145.364992032639,0.0,219299.71153512588,26689.987804499113,8,1,7.017416394037494,657805.0,46500.0,399430.2143890715,LONG,53265.02527419633,26689.987804499113,0.485357,0.0,15.965545031899184,1.0,7150193424.814453,9.2e-05,7e-06,0.40955820309262336,0.24810103001512557
