ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
OKTA,391374.2513871517,280671.1763907214,5,10,952715.84721585,15,54.866667,2.080829,2.54987,1.846308,15,0,1,0.0,2.995403375983398,193280.44352290675,104918.8249825636,5,10,60261.46312125797,751314.0,1029445.0,110703.07499643031,LONG,78274.85027743035,28067.11763907214,0.506149,0.626186,1.3944226707566185,1.0,317847887.4949646,0.002364,0.003239,6.910354591946925,0.7183138654760629,0.6910354591946926,none,none
GOOGL,10081734.920636736,543987.2738191988,27,2,11213989.432231626,29,84.758621,1.662091,1.470899,4.243188,29,5,1,2270501.8364360845,494271.37628264795,1001535.9391672334,494271.37628264795,27,2,0.8625340862883083,13255642.5,694099.5,9537747.646817537,LONG,373397.58965321246,271993.6369095994,0.900658,0.091392,18.533034513574908,1.0,8870719830.0,0.001494,7.8e-05,6.883566114493203,0.41320981040582666,0.6883566114493204,none,trend_aligned
CIEN,727414.0877921574,0.0,4,0,727416.4946813774,4,66.75,4.15161,4.15161,,4,1,0,727411.5215718572,0.0,727411.5215718572,0.0,4,0,4565439.045355736,1407013.0,0.0,727414.0877921574,LONG,181853.52194803936,0.0,4e-06,0.0,99.0,1.0,1279645538.6785889,0.0011,0.0,6.669416041136974,0.18,0.6669416041136974,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target"
MDB,18.926888018274543,0.0049322015496063585,10,1,36.57199110521078,11,35.636364,4.581864,4.988722,0.513274,11,1,0,0.22447774025509282,0.0,17.635238683837024,0.0049322015496063585,10,1,63.204485230618324,1792950.0,68720.0,18.921955816724935,LONG,1.8926888018274544,0.0049322015496063585,0.068244,0.0,99.0,1.0,711458610.9764099,0.00252,9.7e-05,6.610850299902305,0.18079644,0.6610850299902304,none,trend_aligned
RBLX,57460.42493119768,20.094394154802472,4,8,57500.32855628016,12,57.666667,5.751873,15.414206,0.920707,12,1,0,0.6193396588824192,0.0,57458.91585498701,3.761077941790673,4,8,7355.094272652942,1670417.0,2085593.0,57440.33053704288,LONG,14365.10623279942,2.511799269350309,2.6e-05,0.812829,99.0,1.0,524119994.77573395,0.003187,0.003979,6.415032277105337,0.5813319390203093,0.6415032277105337,none,none
BA,35547.73583355199,43199.22838165732,8,5,157341.07740725303,13,64.384615,2.369682,3.510413,0.544513,13,3,2,22.39879332374408,21407.359202145413,35461.101735054464,21704.296098380066,8,5,3929.446106822569,2584181.0,529489.0,-7651.492548105329,SHORT,4443.466979193999,8639.845676331464,0.002437,0.497577,0.8228789532881055,1.0,1441062626.3378906,0.001793,0.000367,6.343300865506244,0.37710030050635274,0.6343300865506244,none,trend_aligned
VST,240351.60629205406,0.08955792913802262,7,1,367046.1350298861,8,61.875,2.215403,2.476883,0.646526,8,0,1,0.0,0.08955792913802262,126693.5416887207,0.08955792913802262,7,1,1150942.628930925,742806.0,94977.5,240351.51673412492,LONG,34335.94375600772,0.08955792913802262,0.472882,0.0,99.0,1.0,718224214.4148254,0.001034,0.000132,6.175344427579965,0.21274839396101625,0.6175344427579965,none,trend_aligned
META,1905907.4069359936,123152.00992129005,5,3,2070338.8415416062,8,56.5,3.953951,6.079949,0.41062,8,1,0,23.882380486391455,0.0,1665661.2642604036,81912.24637369307,5,3,14.061136672710251,2549446.0,432381.0,1782755.3970147036,LONG,381181.4813871987,41050.66997376335,0.126053,0.334869,15.476056039638436,1.0,7430444131.668091,0.000343,5.8e-05,6.090813689642509,0.30905052041999564,0.6090813689642509,none,trend_aligned
SILJ,77383.68009119832,11.946556064491581,4,2,77407.98060043002,6,53.333333,2.293893,3.399952,0.081774,6,0,0,0.0,0.0,77339.44183948393,7.571352986154059,4,2,3553.8338604927603,423989.0,79390.0,77371.73353513383,LONG,19345.92002279958,5.973278032245791,0.000572,0.366231,99.0,1.0,216998166.54522896,0.001954,0.000366,6.048130034013457,0.2776440791245698,0.6048130034013457,none,trend_aligned
PRAX,273463.07228545204,0.0,2,0,273463.07228545204,2,87.0,40.0,40.0,,2,2,0,273463.07228545204,0.0,145425.94891232045,0.0,2,0,0.0,316100.0,0.0,273463.07228545204,LONG,136731.53614272602,0.0,0.468206,0.0,99.0,1.0,119383661.02294922,0.002648,0.0,6.01436090800026,0.05,0.601436090800026,none,trend_aligned
WEN,313004.01679919555,0.0,1,0,626008.0335983911,1,53.0,100.671141,100.671141,,1,0,0,0.0,0.0,313004.01679919555,0.0,1,0,0.0,468750.0,0.0,313004.01679919555,LONG,313004.01679919555,0.0,0.0,0.0,99.0,1.0,60513612.152347565,0.007746,0.0,6.000000000000001,0.05,0.6000000000000001,none,trend_aligned
NVDL,279158.3927204817,23.31938032357562,2,1,279205.0314811288,3,36.666667,151.190476,300.0,2.380952,3,1,0,279157.54679929133,0.0,279157.54679929133,23.31938032357562,2,1,330059.3350117175,496000.0,118125.0,279135.0733401581,LONG,139579.19636024084,23.31938032357562,3e-06,0.0,99.0,1.0,770502927.1591187,0.000644,0.000153,5.926157869859715,0.3110028023864675,0.5926157869859715,none,trend_aligned
GLNG,95.20573034417728,82.11794236696247,5,8,259.4416150781022,13,87.538462,6.859666,16.43556,0.874732,13,1,4,33.88061222157462,47.73500735080793,33.88061222157462,14.171217380576943,5,8,1.4538643982723358,554206.0,352372.5,13.087787977214816,LONG,19.041146068835456,10.264742795870308,0.644133,0.827428,1.1593779337374175,1.0,156479931.06002808,0.003542,0.002252,5.917096439062286,0.5190734196033946,0.5917096439062286,none,not_extended
OXY,201045.49022783333,56509.73571239155,27,2,257555.22594022486,29,82.758621,0.394063,0.396722,0.358177,29,0,0,0.0,0.0,123824.11567718252,56466.83702493102,27,2,442.3681904355922,7015619.0,229864.0,144535.75451544177,LONG,7446.129267697531,28254.867856195775,0.384099,0.000759,3.5577142185031976,1.0,1230959280.4867172,0.005699,0.000187,5.864851736223262,0.29163028291877474,0.5864851736223262,none,not_extended
DAL,517964.3902392855,127.89247268109445,4,9,518146.97003653797,13,84.846154,0.767155,1.769263,0.321773,13,0,5,0.0,102.71783609085271,176257.9311689951,29.512687981157768,4,9,3593.043185984209,743785.0,689162.0,517836.4977666044,LONG,129491.09755982137,14.210274742343827,0.65971,0.769238,99.0,1.0,930123953.8655281,0.0008,0.000741,5.845606411406489,0.5078382364623392,0.584560641140649,none,none
LMT,279269.7212114997,421258.10425388074,9,3,979797.5401958106,12,49.333333,79.841146,66.399306,120.166667,12,2,0,0.006481069503726795,0.0,83015.2734490588,324226.339022982,9,3,1.0483596135644744,567525.0,685700.0,-141988.38304238103,SHORT,31029.96902349997,140419.3680846269,0.702742,0.230338,0.6629420737344236,1.0,1200345730.4379272,0.000473,0.000571,5.756260111556194,0.5104601713933115,0.5756260111556194,none,none
UNH,477733.4495616955,965483.0457773544,2,9,2408693.856740354,11,77.0,18.564163,58.362683,9.720047,11,1,1,477728.93616620125,60579.61054472373,477728.93616620125,767949.3479067994,2,9,265374.3066507136,874799.0,1754317.5,-487749.5962156589,SHORT,238866.72478084776,107275.8939752616,9e-06,0.204596,0.4948128831998811,1.0,2502089844.451599,0.00035,0.000701,5.684306417875264,0.6884145068981536,0.5684306417875263,none,none
AAPL,2883056.3948738524,1142074.3502322282,16,12,4331788.891489915,28,72.428571,1.105291,1.704054,0.306941,28,1,1,185014.6046573028,43037.136867326604,318360.21814633976,179048.04680902223,16,12,1.3454748849480254,3355339.5,1428165.0,1740982.0446416242,LONG,180191.02467961577,95172.86251935235,0.889575,0.843226,2.5244034193462226,1.0,10289169805.312805,0.000326,0.000139,5.671723836508415,0.4243569186821804,0.5671723836508414,none,trend_aligned
EXPE,2.925204208426243,0.9408336801216869,8,4,6.455687072268845,12,64.5,2.041508,1.824572,2.47538,12,1,2,0.05368497787029773,0.9331115938517585,0.6654945536698503,0.9315052601275637,8,4,16.757831371603515,795432.5,213107.5,1.9843705283045558,LONG,0.36565052605328036,0.23520842003042172,0.772496,0.009915,3.1091618744429925,1.0,702044027.4362183,0.001133,0.000304,5.537466572736567,0.417796288538453,0.5537466572736567,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target"
CVX,182455.94722089494,109473.43746794717,10,10,498547.4363177083,20,71.55,1.321195,1.785237,0.857153,20,2,4,1.113820450187251,24245.417370979783,138917.44429063867,85013.56314125539,10,10,80807.7054323173,1036355.5,1432925.0,72982.50975294778,LONG,18245.594722089496,10947.343746794717,0.238625,0.223432,1.6666686590006494,1.0,2853539377.7645874,0.000363,0.000502,5.2944593633312635,0.4971696847411469,0.5294459363331263,none,none
MOD,0.38854257311049156,0.0,2,0,0.3887333725479526,2,31.0,3.126916,3.126916,,2,0,0,0.0,0.0,0.38835177367303053,0.0,2,0,1017.6963277272135,363978.0,0.0,0.38854257311049156,LONG,0.19427128655524578,0.0,0.000491,0.0,99.0,1.0,209916386.0092926,0.001734,0.0,5.143859184384927,0.18,0.5143859184384927,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, trend_aligned",room_to_target
AFRM,3.2159087531635255,0.42055772991463347,5,5,6.973909425048046,10,59.4,2.428299,0.7609,4.095698,10,2,1,0.2291546603250845,0.1636854290200949,2.924280831415178,0.1636854290200949,5,5,43.54807372072144,997785.0,575035.0,2.795351023248892,LONG,0.6431817506327051,0.0841115459829267,0.090683,0.61079,7.646771238317992,1.0,283453994.63529587,0.00352,0.002029,4.975285076923121,0.6148843346574902,0.49752850769231205,none,trend_aligned
IDYA,0.005910832758476665,0.0,3,0,0.01182166551695333,3,31.0,1.377246,1.377246,,3,0,0,0.0,0.0,0.0023727972694508395,0.0,3,0,1.4910820804529452,141025.0,0.0,0.005910832758476665,LONG,0.0019702775861588882,0.0,0.598568,0.0,99.0,1.0,29397218.75,0.004797,0.0,4.763916176565254,0.11461355681962763,0.4763916176565254,none,trend_aligned
LRCX,371361.0177812601,48736.595035045146,6,7,420123.75571152905,13,61.153846,0.394954,0.13374,0.618851,13,2,1,238360.3906426306,0.2490319725136121,238327.06840023785,48699.87072733966,6,7,187507.28507892435,1018203.0,1094200.0,322624.4227462149,LONG,61893.502963543346,6962.370719292164,0.358233,0.000754,7.619757135561575,1.0,2577387430.488739,0.000395,0.000425,4.6237087108931005,0.36758869542751094,0.4623708710893101,none,none
