ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
DELL,535360.5983150117,133758.66950526202,19,5,703829.8646638257,24,70.625,9.388253,10.127601,6.578731,24,8,0,223976.49023449488,0.0,111258.755406126,50366.67969539377,19,5,3.774541258088432,3987643.5,324853.5,401601.92880974966,LONG,28176.873595526933,26751.733901052405,0.79218,0.623451,4.002436629305368,1.0,1929959880.2009583,0.002066,0.000168,8.53642947459445,0.5115094315427131,0.8536429474594449,none,not_extended
KWEB,614515.0935522999,31960.936025543346,12,3,742603.1582304075,15,71.533333,2.125643,2.456562,0.801969,15,8,1,464302.66261987766,3460.888498361222,89483.7663062485,26970.88903603204,12,3,1.6992983422719121,1270197.0,174916.0,582554.1575267565,LONG,51209.59112935833,10653.645341847781,0.854383,0.15613,19.22706810154672,1.0,761024575.0778675,0.001669,0.00023,7.738962080658249,0.25434341852218223,0.7738962080658249,none,trend_aligned
INTU,1292629.3209166636,99173.6750538203,14,3,1480317.9327963085,17,63.058824,7.455338,8.854917,0.923968,17,3,2,415145.5522321874,72969.93399999372,250552.81102426408,49904.08757990688,14,3,0.7717641414297514,4256541.0,176192.5,1193455.6458628434,LONG,92330.6657797617,33057.891684606766,0.806168,0.496801,13.033996372678233,1.0,1968345962.3117065,0.002162,9e-05,7.467553797739131,0.26569266773986316,0.7467553797739132,none,trend_aligned
LUV,830722.0235026968,0.0,3,0,830722.0235026968,3,70.666667,212.550995,212.550995,,3,0,0,0.0,0.0,715905.4846453622,0.0,3,0,20040851.789083205,1533163.0,0.0,830722.0235026968,LONG,276907.3411675656,0.0,0.138213,0.0,99.0,1.0,422395775.3682709,0.00363,0.0,7.35248021775539,0.18,0.7352480217755389,none,trend_aligned
PDD,450444.70354071783,1067325.5926313729,9,7,2614355.246768125,16,76.1875,1.396294,1.386697,1.408632,16,3,5,76088.07162155345,924255.8365644158,241195.16965768742,773620.9902780567,9,7,5.595492549945397,2557805.0,1533547.5,-616880.889090655,SHORT,50049.41150452421,152475.08466162469,0.46454,0.275178,0.42203120270937794,1.0,638046980.0790405,0.004009,0.002404,7.303961419503933,0.7235870535995799,0.7303961419503933,none,trend_aligned
SATS,2239833.2135312585,146356.35146209737,4,1,2532545.9164554533,5,64.6,2.892964,3.519953,0.385006,5,0,0,0.0,0.0,1101606.8769564948,146356.35146209737,4,1,0.9477596645124944,5304790.0,360000.0,2093476.8620691611,LONG,559958.3033828146,146356.35146209737,0.508175,0.0,15.303970009879066,1.0,796256799.2919922,0.006662,0.000452,7.102249426050653,0.30673877584412945,0.7102249426050653,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none
ARM,1094163.3082162929,665728.5930855906,13,14,2555945.8583738315,27,62.814815,6.652604,2.522925,10.487306,27,0,8,0.0,373981.3748279385,202354.83590774966,86435.14390200857,13,14,0.6724417399654556,1802193.0,1021838.5,428434.71513070224,LONG,84166.40832433022,47552.04236325647,0.81506,0.870165,1.6435576293109881,1.0,653274587.2985077,0.002759,0.001564,6.906422783440787,0.7542686920455763,0.6906422783440787,none,not_extended
DDOG,162190.48662756485,490.91210730259576,4,2,168410.79673706688,6,62.333333,2.38971,2.991797,1.185534,6,1,0,46886.858455770656,0.0,69685.30655402978,272.2657626941679,4,2,13.697076086564064,553740.0,237974.0,161699.57452026225,LONG,40547.62165689121,245.45605365129788,0.570349,0.445388,99.0,1.0,592106864.5757675,0.000935,0.000402,6.276014987790399,0.33017439198168635,0.6276014987790399,none,trend_aligned
AG,298811.67131889926,0.0,3,0,298811.67131889926,3,44.0,22.874152,22.874152,,3,2,0,164212.89280667677,0.0,134598.7785122225,0.0,3,0,1.2200177046314362,625073.0,0.0,298811.67131889926,LONG,99603.89043963309,0.0,0.549553,0.0,99.0,1.0,447463293.99222374,0.001397,0.0,6.136768867362079,0.10286743386736225,0.6136768867362079,none,trend_aligned
GEV,436454.1113323956,400112.7071243302,11,8,1292344.6825827656,19,81.210526,1.838234,1.433502,2.394742,19,3,3,161079.77251976044,20428.972752474354,223267.8629325745,182727.64221770386,11,8,70.43118437794939,1451937.5,1623325.0,36341.40420806536,LONG,39677.64648476324,50014.08839054128,0.488451,0.54331,1.0908279181365081,1.0,2387683166.790161,0.000608,0.00068,6.030612079976283,0.6548778663172188,0.6030612079976283,none,none
REAL,1099616.4904607357,0.0,1,0,1099616.4904607357,1,51.0,27.786111,27.786111,,1,0,0,0.0,0.0,1099616.4904607357,0.0,1,0,0.0,1860000.0,0.0,1099616.4904607357,LONG,1099616.4904607357,0.0,0.0,0.0,99.0,1.0,36818302.587013245,0.050518,0.0,6.000000000000001,0.05,0.6000000000000001,none,trend_aligned
XOP,44133.58482666427,0.0,8,0,76236.97364692486,8,74.875,14.767827,14.767827,,8,3,0,31215.247561295502,0.0,13372.843411812879,0.0,8,0,2.406106618920844,977435.0,0.0,44133.58482666427,LONG,5516.698103333034,0.0,0.696992,0.0,99.0,1.0,1226645887.3844147,0.000797,0.0,5.975835041568658,0.1542646201532366,0.5975835041568658,none,not_extended
ONON,500245.82792044856,0.0,2,0,535839.7663350295,2,51.0,1786.125,1786.125,,2,0,0,0.0,0.0,464651.8895058676,0.0,2,0,0.15320690270917944,902932.0,0.0,500245.82792044856,LONG,250122.91396022428,0.0,0.071153,0.0,99.0,1.0,249768956.06266022,0.003615,0.0,5.955131048626546,0.056638965784064445,0.5955131048626546,none,trend_aligned
CRWV,769928.6505466144,756147.5286561975,8,7,2545264.5763624366,15,55.533333,5.217626,5.602719,4.777518,15,0,5,0.0,677342.8825630012,306387.67061128904,336767.3665133925,8,7,0.2612988137720175,1682744.0,1645146.5,13781.121890416951,LONG,96241.0813183268,108021.07552231393,0.602057,0.554627,1.0182254406291698,1.0,2059336337.8302383,0.000817,0.000799,5.7832010396995805,0.6272641581013941,0.578320103969958,none,none
PONY,139339.45997831292,0.0,2,0,139339.45997831292,2,51.5,0.716494,0.716494,,2,1,0,136468.6029359875,0.0,136468.6029359875,0.0,2,0,47.53584066500454,270367.0,0.0,139339.45997831292,LONG,69669.72998915646,0.0,0.020603,0.0,99.0,1.0,54330133.56266022,0.004976,0.0,5.755760071192089,0.18,0.5755760071192089,none,trend_aligned
VRT,395890.05302492273,3184.3397792120118,7,4,403594.1682782212,11,57.636364,6.01943,7.222602,3.913878,11,0,1,0.0,0.014570254867807459,325097.107976521,2078.323325856922,7,4,172.5594030738009,924462.5,786652.5,392705.7132457107,LONG,56555.72186070325,796.0849448030029,0.17882,0.34733,99.0,1.0,3194263266.880493,0.000289,0.000246,5.656199307366904,0.4424770049844237,0.5656199307366905,none,none
UBS,5012.312533801577,0.0,3,0,5012.312533801577,3,53.666667,2.917258,2.917258,,3,0,0,0.0,0.0,2556.978770415091,0.0,3,0,2585580.0226903995,223303.0,0.0,5012.312533801577,LONG,1670.7708446005256,0.0,0.48986,0.0,99.0,1.0,110808358.72806549,0.002015,0.0,5.616060110977113,0.18,0.5616060110977112,none,trend_aligned
SMMT,0.16834410449465495,0.0,2,0,0.16834410449465495,2,90.0,4.85545,4.85545,,2,0,0,0.0,0.0,0.10854984909095859,0.0,2,0,1.815389260357748,403232.0,0.0,0.16834410449465495,LONG,0.08417205224732748,0.0,0.355191,0.0,99.0,1.0,33998955.81654072,0.01186,0.0,5.602281298535976,0.12866686794883575,0.5602281298535976,none,not_extended
TSEM,109867.097449314,0.0,4,0,109867.097449314,4,91.5,36.115889,36.115889,,4,0,0,0.0,0.0,56548.71819803189,0.0,4,0,18.246704858909155,403970.0,0.0,109867.097449314,LONG,27466.7743623285,0.0,0.485299,0.0,99.0,0.7,559303405.6549072,0.000722,0.0,5.5446531143233715,0.15857142857142859,0.5544653114323371,none,not_extended
GOOGL,443491.27967932116,122096.63797487934,6,3,764517.334940745,9,57.333333,1.462664,2.087928,0.212135,9,2,0,133341.77734397075,0.0,143994.10975497504,81552.16776633727,6,3,7.232804962073861,1419555.5,293940.0,321394.6417044418,LONG,73915.21327988686,40698.87932495978,0.675317,0.332069,3.6322972281232415,1.0,8692908482.471619,0.000163,3.4e-05,5.386969667080475,0.3085005424346806,0.5386969667080475,none,trend_aligned
