ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
DELL,4458184.490153023,112309.4350994355,18,3,4871831.937413664,21,69.190476,10.088875,11.686727,0.501765,21,5,1,1948904.7737301497,37836.14658820238,1171502.6232901567,42280.59122115242,18,3,1.361914035419686,6024152.5,923700.5,4345875.055053588,LONG,247676.9161196124,37436.4783664785,0.737224,0.623535,39.69554727263899,1.0,1705454384.703827,0.003532,0.000542,8.608289110575264,0.35757081153953146,0.8608289110575265,none,not_extended
GFS,666054.2231150111,0.0,5,0,666054.2231150111,5,52.0,128.15,128.15,,5,1,0,106120.26779220274,0.0,312855.05696086935,0.0,5,0,5.549877728719524,947401.0,0.0,666054.2231150111,LONG,133210.84462300222,0.0,0.530286,0.0,99.0,1.0,196036538.7172699,0.004833,0.0,8.074726059059483,0.18,0.8074726059059483,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume
PDD,983372.8425073212,6.91174471385504,5,17,1002610.0371979692,22,77.0,1.218402,3.683762,0.493296,22,2,4,931607.2591078223,2.1630206222436335,930355.7095070044,1.2308755776566476,5,17,810585.2202105094,1753379.0,1409741.5,983365.9307626073,LONG,196674.56850146424,0.4065732184620612,0.053914,0.821915,99.0,1.0,605567943.75,0.002895,0.002328,7.665625051587344,0.5927102228968546,0.7665625051587344,none,none
IEF,1132731.3545025813,0.0,9,0,1468016.8828053288,9,79.111111,0.524569,0.524569,,9,6,0,797445.8261998337,0.0,333768.4547517804,0.0,9,0,11.503968532315723,1623928.5,0.0,1132731.3545025813,LONG,125859.0393891757,0.0,0.705342,0.0,99.0,1.0,1241015855.579071,0.001309,0.0,6.882487962414253,0.18,0.6882487962414253,none,trend_aligned
MDB,0.9322249879552392,0.0,10,0,1.8008310764867694,10,36.1,4.988722,4.988722,,10,1,0,0.011056427158203317,0.0,0.8686060885315303,0.0,10,0,64.31832390235554,1792950.0,0.0,0.9322249879552392,LONG,0.09322249879552393,0.0,0.068244,0.0,99.0,1.0,722601427.5,0.002481,0.0,6.599273512288127,0.18,0.6599273512288126,none,trend_aligned
GLNG,46146.05265394947,4.044637330766516,5,8,46154.141928611,13,84.461538,6.953245,16.678867,0.874732,13,2,4,46143.034935211625,2.3511401668189844,46141.36617945581,0.6979891749327205,5,8,7399.699624139588,538884.0,352372.5,46142.0080166187,LONG,9229.210530789893,0.5055796663458145,0.000102,0.827428,99.0,1.0,166032237.60089874,0.003246,0.002122,6.507200897216742,0.581683621299131,0.6507200897216742,none,not_extended
AA,3.510916638728167,0.0,5,0,7.021833277456334,5,102.0,13.485066,13.485066,,5,1,0,1.6067411366719673,0.0,1.6067411366719673,0.0,5,0,7.896188223008368,824919.5,0.0,3.510916638728167,LONG,0.7021833277456334,0.0,0.542359,0.0,99.0,0.7,397921821.79244995,0.002073,0.0,5.901468981292961,0.15857142857142859,0.5901468981292961,none,trend_aligned
JPM,404861.0356849504,73044.30367607586,12,7,682926.7808521285,19,78.736842,0.744675,1.102401,0.131431,19,2,2,28311.146682337767,35146.007029518725,192325.64844079412,37896.55345251823,12,7,188660.42544103196,2778477.0,1194262.5,331816.73200887453,LONG,33738.41964041253,10434.900525153693,0.524959,0.481184,5.54267773542421,1.0,3260239478.632965,0.000852,0.000366,5.895673603149008,0.4074353447265946,0.5895673603149008,none,trend_aligned
KWEB,487510.9930722392,102745.25244322067,7,3,693001.4979586806,10,65.9,1.329813,0.806285,2.551377,10,1,1,154405.9404555262,67429.97313318968,154405.9404555262,67429.97313318968,7,3,4.852630046019747,977738.0,277070.5,384765.7406290185,LONG,69644.42758174846,34248.41748107356,0.683277,0.343717,4.744851771537071,1.0,764551681.1570549,0.001279,0.000362,5.886841237262579,0.5025270002896598,0.5886841237262579,none,trend_aligned
IMVT,130646.40662901613,0.0,1,0,130646.40662901613,1,52.0,52.736842,52.736842,,1,0,0,0.0,0.0,130646.40662901613,0.0,1,0,0.0,235000.0,0.0,130646.40662901613,LONG,130646.40662901613,0.0,0.0,0.0,99.0,1.0,31458731.917095184,0.00747,0.0,5.826840614513904,0.05,0.5826840614513904,none,trend_aligned
