ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
DELL,1718827.173675421,10943.597808243834,19,4,1732192.2556803562,23,65.608696,9.528835,9.811602,8.185694,23,6,0,13389.850003252552,0.0,791440.393123199,4172.340338641257,19,4,68.49179539911174,5469461.0,285431.0,1707883.575867177,LONG,90464.58808818005,2735.8994520609585,0.539546,0.618741,99.0,1.0,2035833216.3252258,0.002687,0.00014,8.774893590130674,0.4211266904072254,0.8774893590130675,none,not_extended
OXY,992784.9022662399,195249.14681682258,19,8,1346336.815698688,27,71.962963,7.323119,5.626327,11.353,27,3,1,540488.8035054713,22731.50684491808,460744.1570769147,77849.94033863547,19,8,694.8381614813137,3300178.0,582601.0,797535.7554494173,LONG,52251.83696138104,24406.143352102823,0.535907,0.601279,5.084708017688003,1.0,1317978935.4846191,0.002504,0.000442,8.121668174675632,0.613058963908008,0.8121668174675633,none,not_extended
ONON,304355.5528372758,27807.747742297535,5,1,392430.2696928647,6,60.833333,596.051354,714.603357,3.291339,6,1,1,29510.64453495012,27807.747742297535,183537.92409767266,27807.747742297535,5,1,2.9241423942509743,1245332.0,42258.5,276547.80509497825,LONG,60871.11056745516,27807.747742297535,0.396962,0.0,10.944991146274305,1.0,259155744.67531204,0.004805,0.000163,7.6237555328277224,0.4301201253914962,0.7623755532827723,none,trend_aligned
HII,447497.81213336013,648520.6826074683,6,8,1744539.1773482969,14,84.0,2.732432,2.655894,2.789836,14,0,5,0.0,557426.9304973994,97454.10417169881,449043.4625631318,6,8,3.4055713548497297,692050.0,994057.0,-201022.8704741082,SHORT,74582.96868889335,81065.08532593354,0.782224,0.307588,0.6900285898888103,1.0,207847765.13946533,0.00333,0.004783,7.5401832620356855,0.8479720884004259,0.7540183262035686,none,none
GDX,834176.8457416189,434642.6423764108,7,4,1718750.6942827378,11,85.818182,4.282005,6.488787,0.420135,11,2,0,203668.43262028653,0.0,273673.0873425253,206847.48601572265,7,4,4.7467974658205785,1580850.0,715527.5,399534.2033652081,LONG,119168.12082023127,108660.6605941027,0.671924,0.524098,1.9192245868485267,1.0,2733862721.9347,0.000578,0.000262,6.990345712080886,0.4212838072644851,0.6990345712080887,none,trend_aligned
XOP,346058.7581415887,0.0,6,0,551879.0798825215,6,79.5,8.795099,8.795099,,6,3,0,205820.32174093285,0.0,203934.65104629367,0.0,6,0,244.75166407176613,922872.5,0.0,346058.7581415887,LONG,57676.45969026478,0.0,0.410694,0.0,99.0,1.0,1253801830.9918213,0.000736,0.0,6.662026359140346,0.18,0.6662026359140346,none,not_extended
CTRA,40967.300263161895,0.0,2,0,40967.300263161895,2,51.5,134.233264,134.233264,,2,0,0,0.0,0.0,40256.58029203345,0.0,2,0,56.641971419652364,3063080.0,0.0,40967.300263161895,LONG,20483.650131580947,0.0,0.017348,0.0,99.0,1.0,439360385.31131744,0.006972,0.0,6.506723907561653,0.18,0.6506723907561653,none,not_extended
IBIT,1068332.554102638,51629.59818619717,14,5,1336386.7230252805,19,53.736842,0.387815,0.465185,0.171179,19,8,1,886380.2150574987,5358.415045270176,559969.4111458703,33525.37794087946,14,5,7.553913915047917,1586769.5,429316.0,1016702.9559164408,LONG,76309.46815018843,10325.919637239433,0.475847,0.350656,20.692250020033075,1.0,2482119652.308426,0.000639,0.000173,6.3855349741855,0.3172427381843598,0.63855349741855,none,trend_aligned
UVIX,586910.8263066147,106.15845212481877,3,1,587340.084322399,4,71.5,1.492105,1.853419,0.408163,4,1,0,216.9411115346727,0.0,579144.24630274,106.15845212481877,3,1,907.9150069874213,1134518.5,51583.0,586804.6678544899,LONG,195636.9421022049,106.15845212481877,0.013233,0.0,99.0,1.0,596101922.4456215,0.001903,8.7e-05,6.273316771454329,0.18,0.6273316771454329,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target"
CRWD,1502922.493337819,0.0,8,0,1505124.650865178,8,51.375,0.503807,0.503807,,8,2,0,542529.2374895132,0.0,789374.8969793937,0.0,8,0,334.6773485151874,2326050.0,0.0,1502922.493337819,LONG,187865.31166722736,0.0,0.474773,0.0,99.0,1.0,1690124614.8376465,0.001376,0.0,6.270752585395237,0.18,0.6270752585395237,none,trend_aligned
