ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
DELL,1141999.14495751,156974.0099756847,22,3,1323465.303662996,25,74.92,8.834566,8.844921,8.758626,25,7,0,368872.243766428,0.0,239993.55268313756,108644.73859003496,22,3,3.3116253701330667,5362359.5,212167.5,985025.1349818254,LONG,51909.05204352318,52324.669991894894,0.789848,0.307881,7.275084232952996,1.0,1929720167.145996,0.002779,0.00011,8.877874485340092,0.4707565803707407,0.8877874485340091,none,not_extended
SATS,4834656.0000210665,565548.4781111978,9,7,5956652.337888251,16,67.375,2.979747,5.005287,0.375483,16,1,0,0.0941544166109089,0.0,2376249.3755741604,315701.7226816531,9,7,1880.0322654919664,5703342.5,1180445.0,4269107.521909868,LONG,537184.0000023408,80792.63973017111,0.508497,0.441778,8.54861464072489,1.0,796245715.2923584,0.007163,0.001483,8.783450238095238,0.5572447198556187,0.8783450238095238,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none
INTU,2515729.5114581343,106278.22805340821,15,3,2705294.263050171,18,52.333333,6.924234,8.242764,0.331584,18,4,1,895500.364196923,49754.775772868954,540461.3689319507,56523.45189500979,15,3,1.8515048648317816,4160305.0,199537.5,2409451.283404726,LONG,167715.30076387562,35426.076017802734,0.785167,0.468156,23.671165369767923,1.0,1968298392.8103638,0.002114,0.000101,8.276013296454158,0.2756957139037465,0.8276013296454158,none,trend_aligned
ARM,1078284.8355869479,36104.42699194266,14,1,1157049.299269279,15,67.8,1.14349,1.198494,0.373429,15,6,1,744361.7766576856,36104.42699194266,307726.5518581374,36104.42699194266,14,1,4.653369564655916,1760031.5,42105.0,1042180.4085950052,LONG,77020.34539906771,36104.42699194266,0.714615,0.0,29.865723553169428,1.0,653274587.2985077,0.002694,6.4e-05,7.755551126533983,0.2728865974849912,0.7755551126533983,none,not_extended
ETSY,50299.97569916632,10299.49096390568,7,1,83169.62994070225,8,58.25,26.455372,30.160531,0.519264,8,3,0,33616.0076445912,0.0,26822.720584363495,10299.49096390568,7,1,9.779833038164002,754402.5,100620.0,40000.484735260645,LONG,7185.710814166618,10299.49096390568,0.466745,0.0,4.883734145254497,1.0,142793984.95681763,0.005283,0.000705,7.384409910782278,0.3180301696195243,0.7384409910782278,none,trend_aligned
PDD,814571.5087095455,310720.30170853355,7,12,1438140.3959814447,19,82.578947,0.924409,1.005562,0.877069,19,2,6,103141.36203528484,65341.336133080775,520276.2285526456,245378.48480235695,7,12,998363.2302065312,2439319.0,1149931.0,503851.20700101194,LONG,116367.35838707793,25893.358475711128,0.361288,0.210291,2.6215586951690137,1.0,637858647.2860718,0.003824,0.001803,6.917403377116824,0.6462743733720918,0.6917403377116824,"confirmation_volume, flag_breakout, momentum_aligned, not_extended","room_to_target, trend_aligned"
TSM,4220444.796556013,594966.8116328812,10,5,5402177.750856105,15,74.6,1.20056,1.544903,0.511872,15,1,0,137457.6355552468,0.0,3772739.2979372544,372041.620754287,10,5,371.1560372965813,5649656.5,1162949.0,3625477.9849231318,LONG,422044.47965560126,118993.36232657623,0.10608,0.374685,7.093580203193249,1.0,4793086363.75,0.001179,0.000243,6.6885945193574745,0.42418927491981573,0.6688594519357475,"confirmation_volume, momentum_aligned, not_extended, support_ema_confluence, trend_aligned",room_to_target
HPE,221541.2931237654,0.0,5,0,221541.2931237654,5,65.2,2.763154,2.763154,,5,0,0,0.0,0.0,95946.09921152898,0.0,5,0,8.979675014739174,681847.0,0.0,221541.2931237654,LONG,44308.258624753085,0.0,0.566916,0.0,99.0,1.0,463536429.6014595,0.001471,0.0,6.502907408534249,0.18,0.6502907408534249,none,not_extended
MDB,0.1026090721347185,0.0,8,0,0.19877536342046975,8,37.5,5.523277,5.523277,,8,1,0,0.001224094107460166,0.0,0.09616629128575127,0.0,8,0,45.62701843317707,1566790.0,0.0,0.1026090721347185,LONG,0.012826134016839812,0.0,0.06279,0.0,99.0,1.0,659012168.1343079,0.002377,0.0,6.30085873382468,0.18,0.630085873382468,none,trend_aligned
WULF,302703.66947419744,25113.949644314962,3,1,352931.5687628274,4,49.25,8.42203,11.192962,0.109231,4,1,0,61423.652230011845,0.0,234880.19441829072,25113.949644314962,3,1,5.23248747405119,408930.0,27931.0,277589.7198298825,LONG,100901.22315806581,25113.949644314962,0.224059,0.0,12.053208426445993,1.0,489775855.2661896,0.000835,5.7e-05,6.192540215166737,0.2456260541294933,0.6192540215166737,"confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakout, trend_aligned",none
