ticker,bullish_premium,bearish_premium,bullish_count,bearish_count,total_premium,total_count,avg_dte,avg_volume_oi_ratio,bullish_vol_oi,bearish_vol_oi,repeat_flow_count,bullish_sweep_count,bearish_sweep_count,bullish_sweep_premium,bearish_sweep_premium,bullish_max_trade_premium,bearish_max_trade_premium,bullish_repeat_count,bearish_repeat_count,flow_velocity,bullish_premium_raw,bearish_premium_raw,net_premium_bias,dominant_direction,bullish_premium_per_trade,bearish_premium_per_trade,bullish_breadth,bearish_breadth,flow_imbalance_ratio,dte_score,addv,bullish_flow_intensity,bearish_flow_intensity,bullish_score,bearish_score,bullish_score_raw,checks_passed,checks_failed
BA,2628.6495478390766,2697.117429925416,10,7,6043.266859406396,17,68.235294,4.834135,2.803661,7.734813,17,5,1,717.3279720747605,37.97126124324058,1490.845486057712,2583.6843362770805,10,7,28.25189330901616,2807267.0,717032.0,-68.46788208633961,SHORT,262.86495478390765,385.3024899893452,0.432847,0.042057,0.974614423040441,1.0,1440513031.847644,0.001949,0.000498,7.041039543501222,0.5070463206350906,0.7041039543501222,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation"
AA,2117.5797098975313,3.601844775944313,5,1,4238.761264571007,6,90.0,11.293747,13.485066,0.337151,6,1,0,969.0923425931229,0.0,969.0923425931229,3.601844775944313,5,1,7.836895248908017,824919.5,109395.0,2113.977865121587,LONG,423.51594197950624,3.601844775944313,0.542359,0.0,99.0,1.0,394294243.08651024,0.002092,0.000277,6.122474772872593,0.22893414322100467,0.6122474772872593,"confirmation_volume, not_extended, pattern_volume, room_to_target, support_ema_confluence","bounce_and_fail, flag_breakout, momentum_aligned, pullback_to_support, structural_breakout, trend_aligned, trend_continuation"
VSAT,57.754714620442485,0.5628121646202209,2,3,58.459942969441784,5,73.4,10.898001,21.275862,0.52014,5,0,0,0.0,0.0,55.98851817825315,0.25489193178910013,2,3,27.50274099388963,947000.0,276600.0,57.191902455822266,LONG,28.877357310221242,0.18760405487340695,0.030581,0.54711,99.0,1.0,72277340.11804962,0.013102,0.003827,5.933333333333333,0.46963623177841624,0.5933333333333333,"confirmation_volume, ema_pullback, not_extended, trend_aligned","bounce_and_fail, flag_breakout, momentum_aligned, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_continuation"
RVMD,6.9711261080052545,683.0195675240801,2,7,690.5558799345495,9,59.333333,8.290608,18.651656,5.330308,9,0,0,0.0,0.0,6.740764512501862,682.3114862777578,2,7,87.23369371397483,4136170.0,558484.0,-676.0484414160749,SHORT,3.4855630540026272,97.57422393201145,0.033045,0.001037,0.010206334400162678,1.0,227620338.6020096,0.018171,0.002454,5.933333333333333,0.6066155877825912,0.5933333333333333,"confirmation_volume, not_extended, pattern_volume, room_to_target, support_ema_confluence","bounce_and_fail, flag_breakout, momentum_aligned, pullback_to_support, structural_breakout, trend_aligned, trend_continuation"
CORZ,64.1360023954172,16.814188517013687,1,2,94.8246315343204,3,48.333333,5.307531,15.649452,0.13657,3,0,1,0.0,13.87444062188952,64.1360023954172,13.87444062188952,1,2,31.25604198631981,1884000.0,141879.5,47.3218138784035,LONG,64.1360023954172,8.407094258506843,0.0,0.174837,3.814397723120579,1.0,203396181.87138283,0.009263,0.000698,5.800000000000001,0.317996417368034,0.5800000000000001,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation"
AAP,8.232708578653153,14.378751509014307,1,1,36.99021159668177,2,30.5,69.543401,138.631579,0.455223,2,0,0,0.0,0.0,8.232708578653153,14.378751509014307,1,1,3.493079190558845,3752500.0,675000.0,-6.146042930361155,SHORT,8.232708578653153,14.378751509014307,0.0,0.0,0.5725607382179123,1.0,79798906.86510544,0.047024,0.008459,5.800000000000001,0.43,0.5800000000000001,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation"
GLNG,2826.6074988110818,2439.488836347852,4,8,7705.5851715067865,12,87.166667,7.421904,20.516249,0.874732,12,1,4,1006.4959362208035,1418.070328831427,1006.4959362208035,420.9862741432309,4,8,1.0485589812761205,462206.0,352372.5,387.1186624632296,LONG,706.6518747027704,304.9361045434815,0.643921,0.827428,1.1586884336977672,1.0,156350828.99401626,0.002956,0.002254,5.472564443294652,0.5015757964129484,0.5472564443294652,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation"
GPRE,2.880477432413864,0.11095541243696429,2,1,3.1023882572877923,3,30.666667,81.911476,54.567214,136.6,3,0,1,0.0,0.11095541243696429,1.5173025454233724,0.11095541243696429,2,1,1.2758549081967003,1129500.0,85452.5,2.7695220199768995,LONG,1.440238716206932,0.11095541243696429,0.473246,0.0,25.96067527620893,1.0,23663661.675,0.047731,0.003611,5.452808079266189,0.49324469314955016,0.5452808079266189,"confirmation_volume, ema_pullback, not_extended, pattern_volume, strong_trend, trend_aligned","bounce_and_fail, flag_breakout, momentum_aligned, pullback_to_support, room_to_target, structural_breakout, trend_continuation"
CVI,358.6562038291086,3.4344101751296523,2,2,365.2391743809242,4,44.0,140.179816,2.583055,277.776578,4,0,2,0.0,3.4344101751296523,358.560307391983,3.1485603766859604,2,2,955.7590727809801,124595.0,284664.0,355.221793653979,LONG,179.3281019145543,1.7172050875648261,0.000267,0.083231,99.0,1.0,55581414.24045944,0.002242,0.005122,5.082431121387032,0.6183333333333334,0.5082431121387032,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation"
IONQ,531.4992282961354,0.0,4,0,531.5337870241527,4,44.25,1.811179,1.811179,,4,0,0,0.0,0.0,525.8213812660135,0.0,4,0,3385.739531443188,2105999.0,0.0,531.4992282961354,LONG,132.87480707403384,0.0,0.010683,0.0,99.0,1.0,738677694.4230238,0.002851,0.0,5.06439282644002,0.18,0.5064392826440021,none,"bounce_and_fail, confirmation_volume, flag_breakout, momentum_aligned, not_extended, pattern_volume, pullback_to_support, room_to_target, structural_breakout, trend_aligned, trend_continuation"
